Log,LoggingLevel,Method
Fsck: copied the remains of the corrupted file  <*>  to /lost+found ,info,"<org.apache.hadoop.hdfs.server.namenode.NamenodeFsck: void copyBlocksToLostFound(java.lang.String,org.apache.hadoop.hdfs.protocol.HdfsFileStatus,org.apache.hadoop.hdfs.protocol.LocatedBlocks)>"
"Fsck: can\'t copy the remains of  <*>  to  lost+found, because  <*>  already exists. ",warn,"<org.apache.hadoop.hdfs.server.namenode.NamenodeFsck: void copyBlocksToLostFound(java.lang.String,org.apache.hadoop.hdfs.protocol.HdfsFileStatus,org.apache.hadoop.hdfs.protocol.LocatedBlocks)>"
Fsck: there were errors copying the remains of the corrupted file  <*>  to /lost+found ,warn,"<org.apache.hadoop.hdfs.server.namenode.NamenodeFsck: void copyBlocksToLostFound(java.lang.String,org.apache.hadoop.hdfs.protocol.HdfsFileStatus,org.apache.hadoop.hdfs.protocol.LocatedBlocks)>"
Error reading block,error,"<org.apache.hadoop.hdfs.server.namenode.NamenodeFsck: void copyBlock(org.apache.hadoop.hdfs.DFSClient,org.apache.hadoop.hdfs.protocol.LocatedBlock,java.io.OutputStream)>"
Could not obtain block from any node:   <*> ,info,"<org.apache.hadoop.hdfs.server.namenode.NamenodeFsck: void copyBlock(org.apache.hadoop.hdfs.DFSClient,org.apache.hadoop.hdfs.protocol.LocatedBlock,java.io.OutputStream)>"
Failed to connect to  <*> : <*> ,info,"<org.apache.hadoop.hdfs.server.namenode.NamenodeFsck: void copyBlock(org.apache.hadoop.hdfs.DFSClient,org.apache.hadoop.hdfs.protocol.LocatedBlock,java.io.OutputStream)>"
Fsck: ignoring open file  <*> ,info,"<org.apache.hadoop.hdfs.server.namenode.NamenodeFsck: void check(java.lang.String,org.apache.hadoop.hdfs.protocol.HdfsFileStatus,org.apache.hadoop.hdfs.server.namenode.NamenodeFsck$Result)>"
Exception while stopping httpserver,error,<org.apache.hadoop.hdfs.server.namenode.NameNode: void stopHttpServer()>
ServicePlugin  p  could not be stopped ,warn,<org.apache.hadoop.hdfs.server.namenode.NameNode: void stopCommonServices()>
Encountered exception while exiting state ,warn,<org.apache.hadoop.hdfs.server.namenode.NameNode: void stop()>
<*>  RPC up at:  <*> ,info,<org.apache.hadoop.hdfs.server.namenode.NameNode: void startCommonServices(org.apache.hadoop.conf.Configuration)>
<*>  service RPC up at:  <*> ,info,<org.apache.hadoop.hdfs.server.namenode.NameNode: void startCommonServices(org.apache.hadoop.conf.Configuration)>
ServicePlugin  p  could not be started ,warn,<org.apache.hadoop.hdfs.server.namenode.NameNode: void startCommonServices(org.apache.hadoop.conf.Configuration)>
Setting ADDRESS  address ,info,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void setServiceAddress(org.apache.hadoop.conf.Configuration,java.lang.String)>"
fs.defaultFS is  <*> ,info,<org.apache.hadoop.hdfs.server.namenode.NameNode: void setClientNamenodeAddress(org.apache.hadoop.conf.Configuration)>
Clients are to use  <*>  to access  this namenode/service. ,info,<org.apache.hadoop.hdfs.server.namenode.NameNode: void setClientNamenodeAddress(org.apache.hadoop.conf.Configuration)>
Failed to start namenode.,fatal,<org.apache.hadoop.hdfs.server.namenode.NameNode: void main(java.lang.String[])>
Caught interrupted exception ,info,<org.apache.hadoop.hdfs.server.namenode.NameNode: void join()>
Setting fs.defaultFS to  <*> ,debug,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void initializeGenericKeys(org.apache.hadoop.conf.Configuration,java.lang.String,java.lang.String)>"
Clients are to use  <*>  to access  this namenode/service. ,info,<org.apache.hadoop.hdfs.server.namenode.NameNode: void initialize(org.apache.hadoop.conf.Configuration)>
starting recovery...,info,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void doRecovery(org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption,org.apache.hadoop.conf.Configuration)>"
RECOVERY COMPLETE,info,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void doRecovery(org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption,org.apache.hadoop.conf.Configuration)>"
RECOVERY FAILED: caught exception,info,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void doRecovery(org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption,org.apache.hadoop.conf.Configuration)>"
RECOVERY FAILED: caught exception,info,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void doRecovery(org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption,org.apache.hadoop.conf.Configuration)>"
Error encountered requiring NN shutdown. Shutting down immediately.,fatal,<org.apache.hadoop.hdfs.server.namenode.NameNode: void doImmediateShutdown(java.lang.Throwable)>
<*> L,closeAllStreams,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void copyEditLogSegmentsToSharedDir(org.apache.hadoop.hdfs.server.namenode.FSNamesystem,java.util.Collection,org.apache.hadoop.hdfs.server.namenode.NNStorage,org.apache.hadoop.conf.Configuration)>"
Beginning to copy stream  stream  to shared edits ,debug,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void copyEditLogSegmentsToSharedDir(org.apache.hadoop.hdfs.server.namenode.FSNamesystem,java.util.Collection,org.apache.hadoop.hdfs.server.namenode.NNStorage,org.apache.hadoop.conf.Configuration)>"
ending log segment because of END_LOG_SEGMENT op in  stream ,debug,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void copyEditLogSegmentsToSharedDir(org.apache.hadoop.hdfs.server.namenode.FSNamesystem,java.util.Collection,org.apache.hadoop.hdfs.server.namenode.NNStorage,org.apache.hadoop.conf.Configuration)>"
ending log segment because of end of stream in  stream ,debug,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void copyEditLogSegmentsToSharedDir(org.apache.hadoop.hdfs.server.namenode.FSNamesystem,java.util.Collection,org.apache.hadoop.hdfs.server.namenode.NNStorage,org.apache.hadoop.conf.Configuration)>"
copying op:  <*> ,trace,"<org.apache.hadoop.hdfs.server.namenode.NameNode: void copyEditLogSegmentsToSharedDir(org.apache.hadoop.hdfs.server.namenode.FSNamesystem,java.util.Collection,org.apache.hadoop.hdfs.server.namenode.NNStorage,org.apache.hadoop.conf.Configuration)>"
"Allowing manual HA control from  <*>  even though automatic HA is enabled, because the user  specified the force flag ",warn,<org.apache.hadoop.hdfs.server.namenode.NameNode: void checkHaStateChange(org.apache.hadoop.ha.HAServiceProtocol$StateChangeRequestInfo)>
createNameNode  <*> ,info,"<org.apache.hadoop.hdfs.server.namenode.NameNode: org.apache.hadoop.hdfs.server.namenode.NameNode createNameNode(java.lang.String[],org.apache.hadoop.conf.Configuration)>"
Must specify a valid cluster ID after the  <*>  flag ,fatal,<org.apache.hadoop.hdfs.server.namenode.NameNode: org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption parseArguments(java.lang.String[])>
Must specify a valid cluster ID after the  <*>  flag ,fatal,<org.apache.hadoop.hdfs.server.namenode.NameNode: org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption parseArguments(java.lang.String[])>
Must specify a valid cluster ID after the  <*>  flag ,fatal,<org.apache.hadoop.hdfs.server.namenode.NameNode: org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption parseArguments(java.lang.String[])>
Unknown upgrade flag  clusterId ,fatal,<org.apache.hadoop.hdfs.server.namenode.NameNode: org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption parseArguments(java.lang.String[])>
Must specify a rolling upgrade startup option  <*> ,fatal,<org.apache.hadoop.hdfs.server.namenode.NameNode: org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption parseArguments(java.lang.String[])>
Invalid argument:  <*> ,fatal,<org.apache.hadoop.hdfs.server.namenode.NameNode: org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption parseArguments(java.lang.String[])>
Could not initialize shared edits dir,error,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
No shared edits directory configured for namespace  <*>  namenode  <*> ,fatal,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
Could not close sharedEditsImage,warn,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
Could not unlock storage directories,warn,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
Could not close sharedEditsImage,warn,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
Could not unlock storage directories,warn,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
Could not close sharedEditsImage,warn,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
Could not unlock storage directories,warn,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
Could not close sharedEditsImage,warn,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
Could not unlock storage directories,warn,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean initializeSharedEdits(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
Encountered exception during format: ,warn,"<org.apache.hadoop.hdfs.server.namenode.NameNode: boolean format(org.apache.hadoop.conf.Configuration,boolean,boolean)>"
initialized with  <*>  entries  <*>  lookups ,info,<org.apache.hadoop.hdfs.server.namenode.NameCache: void initialized()>
Exiting on user request.,error,<org.apache.hadoop.hdfs.server.namenode.MetaRecoveryContext: void quit()>
Continuing,info,"<org.apache.hadoop.hdfs.server.namenode.MetaRecoveryContext: void editLogLoaderPrompt(java.lang.String,org.apache.hadoop.hdfs.server.namenode.MetaRecoveryContext,java.lang.String)>"
"I\'m sorry, I cannot understand your response.\n",error,"<org.apache.hadoop.hdfs.server.namenode.MetaRecoveryContext: java.lang.String ask(java.lang.String,java.lang.String,java.lang.String[])>"
automatically choosing  firstChoice ,info,"<org.apache.hadoop.hdfs.server.namenode.MetaRecoveryContext: java.lang.String ask(java.lang.String,java.lang.String,java.lang.String[])>"
ListPathServlet encountered InterruptedException,warn,"<org.apache.hadoop.hdfs.server.namenode.ListPathsServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
ListPathsServlet - Path  p  does not exist ,warn,<org.apache.hadoop.hdfs.server.namenode.ListPathsServlet$2: java.lang.Void run()>
Encountered exception ,warn,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: void stopMonitor()>
<*> .removeLeaseWithPrefixPath: entry= entry ,debug,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: void removeLeaseWithPrefixPath(java.lang.String)>
src  not found in lease.paths (= <*> ) ,debug,"<org.apache.hadoop.hdfs.server.namenode.LeaseManager: void removeLease(org.apache.hadoop.hdfs.server.namenode.LeaseManager$Lease,java.lang.String)>"
lease  not found in sortedLeases ,error,"<org.apache.hadoop.hdfs.server.namenode.LeaseManager: void removeLease(org.apache.hadoop.hdfs.server.namenode.LeaseManager$Lease,java.lang.String)>"
Removing non-existent lease! holder= holder  src= src ,warn,"<org.apache.hadoop.hdfs.server.namenode.LeaseManager: void removeLease(java.lang.String,java.lang.String)>"
"<*> .changelease:   src= src , dest= dst ",debug,"<org.apache.hadoop.hdfs.server.namenode.LeaseManager: void changeLease(java.lang.String,java.lang.String)>"
changeLease: replacing  oldpath  with  <*> ,debug,"<org.apache.hadoop.hdfs.server.namenode.LeaseManager: void changeLease(java.lang.String,java.lang.String)>"
Number of blocks under construction:  numUCBlocks ,info,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: long getNumUnderConstructionBlocks()>
The file  <*>  is not under construction but has lease. ,warn,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: long getNumUnderConstructionBlocks()>
Ignore the lease of file  p  for checkpoint since the file is not under construction ,warn,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: java.util.Map getINodesUnderConstruction()>
<*> .findLease: prefix= prefix ,debug,"<org.apache.hadoop.hdfs.server.namenode.LeaseManager: java.util.Map findLeaseWithPrefixPath(java.lang.String,java.util.SortedMap)>"
Lease recovery for  p  is complete. File closed. ,debug,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: boolean checkLeases()>
Started block recovery  p  lease  leaseToCheck ,debug,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: boolean checkLeases()>
Cannot release the path  p  in the lease  leaseToCheck ,error,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: boolean checkLeases()>
leaseToCheck  has expired hard limit ,info,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: boolean checkLeases()>
Unable to release hard-limit expired lease:  <*> ,warn,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: boolean checkLeases()>
<*>  is interrupted ,debug,<org.apache.hadoop.hdfs.server.namenode.LeaseManager$Monitor: void run()>
Error in setting outputbuffer capacity,error,<org.apache.hadoop.hdfs.server.namenode.JournalSet: void setOutputBufferCapacity(int)>
Skipping jas  jas  since it\'s disabled ,info,"<org.apache.hadoop.hdfs.server.namenode.JournalSet: void selectInputStreams(java.util.Collection,long,boolean)>"
Unable to determine input streams from  <*> . Skipping. ,warn,"<org.apache.hadoop.hdfs.server.namenode.JournalSet: void selectInputStreams(java.util.Collection,long,boolean)>"
Error:  status  failed for (journal  jas ) ,error,"<org.apache.hadoop.hdfs.server.namenode.JournalSet: void mapJournalsAndReportErrors(org.apache.hadoop.hdfs.server.namenode.JournalSet$JournalClosure,java.lang.String)>"
Error:  <*> ,error,"<org.apache.hadoop.hdfs.server.namenode.JournalSet: void mapJournalsAndReportErrors(org.apache.hadoop.hdfs.server.namenode.JournalSet$JournalClosure,java.lang.String)>"
Error:  status  failed for required journal ( jas ) ,fatal,"<org.apache.hadoop.hdfs.server.namenode.JournalSet: void mapJournalsAndReportErrors(org.apache.hadoop.hdfs.server.namenode.JournalSet$JournalClosure,java.lang.String)>"
Disabling journal  j ,error,<org.apache.hadoop.hdfs.server.namenode.JournalSet: void disableAndReportErrorOnJournals(java.util.List)>
Found gap in logs at  j# :  not returning previous logs in manifest. ,debug,<org.apache.hadoop.hdfs.server.namenode.JournalSet: org.apache.hadoop.hdfs.server.protocol.RemoteEditLogManifest getEditLogManifest(long)>
Generated manifest for logs since  fromTxId : $u ,debug,<org.apache.hadoop.hdfs.server.namenode.JournalSet: org.apache.hadoop.hdfs.server.protocol.RemoteEditLogManifest getEditLogManifest(long)>
Cannot list edit logs in  fjm ,warn,<org.apache.hadoop.hdfs.server.namenode.JournalSet: org.apache.hadoop.hdfs.server.protocol.RemoteEditLogManifest getEditLogManifest(long)>
Unable to abort stream  <*> ,error,<org.apache.hadoop.hdfs.server.namenode.JournalSet$JournalAndStream: void abort()>
UnresolvedPathException  path:  <*>  preceding:  <*>  count:  count  link:  <*>  target:  <*>  remainder:  <*> ,debug,"<org.apache.hadoop.hdfs.server.namenode.INodesInPath: org.apache.hadoop.hdfs.server.namenode.INodesInPath resolve(org.apache.hadoop.hdfs.server.namenode.INodeDirectory,byte[][],int,boolean)>"
should not exceed quota while snapshot deletion,error,"<org.apache.hadoop.hdfs.server.namenode.INodeReference$WithName: void destroyAndCollectBlocks(org.apache.hadoop.hdfs.server.namenode.INode$BlocksMapUpdateInfo,java.util.List)>"
should not exceed quota while snapshot deletion,error,"<org.apache.hadoop.hdfs.server.namenode.INodeReference$DstReference: void destroyAndCollectBlocks(org.apache.hadoop.hdfs.server.namenode.INode$BlocksMapUpdateInfo,java.util.List)>"
should not exceed quota while snapshot deletion,error,"<org.apache.hadoop.hdfs.server.namenode.INodeReference$DstReference: void destroyAndCollectBlocks(org.apache.hadoop.hdfs.server.namenode.INode$BlocksMapUpdateInfo,java.util.List)>"
Received non-NN/SNN/administrator request for image or edits from  <*>  at  <*> ,warn,"<org.apache.hadoop.hdfs.server.namenode.ImageServlet: void validateRequest(javax.servlet.ServletContext,org.apache.hadoop.conf.Configuration,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.hadoop.hdfs.server.namenode.FSImage,java.lang.String)>"
Received an invalid request file transfer request from a secondary with storage info  theirStorageInfoString ,warn,"<org.apache.hadoop.hdfs.server.namenode.ImageServlet: void validateRequest(javax.servlet.ServletContext,org.apache.hadoop.conf.Configuration,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.hadoop.hdfs.server.namenode.FSImage,java.lang.String)>"
SecondaryNameNode principal could not be added,debug,"<org.apache.hadoop.hdfs.server.namenode.ImageServlet: boolean isValidRequestor(javax.servlet.ServletContext,java.lang.String,org.apache.hadoop.conf.Configuration)>"
ImageServlet allowing checkpointer:  remoteUser ,info,"<org.apache.hadoop.hdfs.server.namenode.ImageServlet: boolean isValidRequestor(javax.servlet.ServletContext,java.lang.String,org.apache.hadoop.conf.Configuration)>"
ImageServlet allowing administrator:  remoteUser ,info,"<org.apache.hadoop.hdfs.server.namenode.ImageServlet: boolean isValidRequestor(javax.servlet.ServletContext,java.lang.String,org.apache.hadoop.conf.Configuration)>"
ImageServlet rejecting:  remoteUser ,info,"<org.apache.hadoop.hdfs.server.namenode.ImageServlet: boolean isValidRequestor(javax.servlet.ServletContext,java.lang.String,org.apache.hadoop.conf.Configuration)>"
Received null remoteUser while authorizing access to getImage servlet,warn,"<org.apache.hadoop.hdfs.server.namenode.ImageServlet: boolean isValidRequestor(javax.servlet.ServletContext,java.lang.String,org.apache.hadoop.conf.Configuration)>"
Edit log tailer thread exited with an exception,warn,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer: void stop()>
Starting standby checkpoint thread...\nCheckpointing active NN at  <*> \n Serving checkpoints at  <*> ,info,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer: void start()>
"Standby Checkpointer should only attempt a checkpoint when NN is in standby mode, but the edit logs are in an unexpected state",<init>,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer: void doCheckpoint()>
A checkpoint was triggered but the Standby Node has not received any transactions since the last checkpoint at txid  <*> . Skipping... ,info,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer: void doCheckpoint()>
Exception in doCheckpoint,error,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer$CheckpointerThread: void doWork()>
Triggering a rollback fsimage for rolling upgrade.,info,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer$CheckpointerThread: void doWork()>
"Triggering checkpoint because there have been  <*>  txns since the last checkpoint, which  exceeds the configured threshold  <*> ",info,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer$CheckpointerThread: void doWork()>
"Triggering checkpoint because it has been  <*>  seconds since the last checkpoint, which  exceeds the configured interval  <*> ",info,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer$CheckpointerThread: void doWork()>
But skipping this checkpoint since we are about to failover!,info,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer$CheckpointerThread: void doWork()>
Checkpoint was cancelled:  <*> ,info,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer$CheckpointerThread: void doWork()>
Interrupted during checkpointing,info,<org.apache.hadoop.hdfs.server.namenode.ha.StandbyCheckpointer$CheckpointerThread: void doWork()>
Triggering log roll on remote NameNode  <*> ,info,<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: void triggerActiveLogRoll()>
Unable to trigger a roll of the active NN,warn,<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: void triggerActiveLogRoll()>
Edit log tailer thread exited with an exception,warn,<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: void stop()>
lastTxnId:  <*> ,debug,<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: void doTailEdits()>
edit streams to load from:  <*> ,debug,<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: void doTailEdits()>
Edits tailer failed to find any streams. Will try again later.,warn,<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: void doTailEdits()>
logRollPeriodMs= <*>  sleepTime= <*> ,debug,"<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: void <init>(org.apache.hadoop.hdfs.server.namenode.FSNamesystem,org.apache.hadoop.conf.Configuration)>"
Will roll logs on active node at  <*>  every  <*>  seconds. ,info,"<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: void <init>(org.apache.hadoop.hdfs.server.namenode.FSNamesystem,org.apache.hadoop.conf.Configuration)>"
Not going to trigger log rolls on active node because dfs.ha.log-roll.period is negative.,info,"<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: void <init>(org.apache.hadoop.hdfs.server.namenode.FSNamesystem,org.apache.hadoop.conf.Configuration)>"
Unknown error encountered while tailing edits. Shutting down standby NN.,fatal,<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread: void doWork()>
Error while reading edits from disk. Will try again.,warn,<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread: void doWork()>
Edit log tailer interrupted,warn,<org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread: void doWork()>
Failed to create RPC proxy to NameNode,error,<org.apache.hadoop.hdfs.server.namenode.ha.ConfiguredFailoverProxyProvider: org.apache.hadoop.io.retry.FailoverProxyProvider$ProxyInfo getProxy()>
Full exception trace,debug,<org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby: int doRun()>
Unable to fetch namespace information from active NN at  <*> :  <*> ,fatal,<org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby: int doRun()>
Layout version on remote node ( <*> ) does not match  this node\'s layout version ( <*> ) ,fatal,<org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby: int doRun()>
The active NameNode is in Upgrade. Prepare the upgrade for the standby NameNode as well.,info,<org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby: int doRun()>
Failed to move aside pre-upgrade storage in image directory  <*> ,error,"<org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby: boolean doPreUpgrade(org.apache.hadoop.hdfs.server.namenode.NNStorage,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
The storage directory is in an inconsistent state,warn,"<org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby: boolean doPreUpgrade(org.apache.hadoop.hdfs.server.namenode.NNStorage,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
Unable to read transaction ids  firstTxIdInLogs - curTxIdOnOtherNode  from the configured shared edits storage  <*> .  Please copy these logs into the shared edits storage  or call saveNamespace on the active node.\n Error:  <*> ,fatal,"<org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby: boolean checkLogsAvailableForRead(org.apache.hadoop.hdfs.server.namenode.FSImage,long,long)>"
Unable to read transaction ids  firstTxIdInLogs - curTxIdOnOtherNode  from the configured shared edits storage  <*> .  Please copy these logs into the shared edits storage  or call saveNamespace on the active node.\n Error:  <*> ,fatal,"<org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby: boolean checkLogsAvailableForRead(org.apache.hadoop.hdfs.server.namenode.FSImage,long,long)>"
Request for token received with no authentication from  <*> ,info,"<org.apache.hadoop.hdfs.server.namenode.GetDelegationTokenServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
"Sending token: { <*> , <*> } ",info,"<org.apache.hadoop.hdfs.server.namenode.GetDelegationTokenServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
Exception while sending token. Re-throwing ,info,"<org.apache.hadoop.hdfs.server.namenode.GetDelegationTokenServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
"ACCESS CHECK:  this , doCheckOwner= doCheckOwner , ancestorAccess= ancestorAccess , parentAccess= parentAccess , access= access , subAccess= subAccess , ignoreEmptyDir= ignoreEmptyDir , resolveLink= resolveLink ",debug,"<org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker: void checkPermission(java.lang.String,org.apache.hadoop.hdfs.server.namenode.FSDirectory,boolean,org.apache.hadoop.fs.permission.FsAction,org.apache.hadoop.fs.permission.FsAction,org.apache.hadoop.fs.permission.FsAction,org.apache.hadoop.fs.permission.FsAction,boolean,boolean)>"
Update  oldBlock  (len =  <*> ) to an older state:  newBlock  (len =  <*> ) ,warn,"<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void updatePipelineInternal(java.lang.String,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.protocol.DatanodeID[],java.lang.String[],boolean)>"
"updatePipeline(block= oldBlock , newGenerationStamp= <*> , newLength= <*> , newNodes= <*> , clientName= clientName ) ",info,"<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void updatePipeline(java.lang.String,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.protocol.DatanodeID[],java.lang.String[])>"
updatePipeline( oldBlock ) successfully to  newBlock ,info,"<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void updatePipeline(java.lang.String,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.protocol.DatanodeID[],java.lang.String[])>"
Stopping services started for standby state,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void stopStandbyServices()>
Stopping services started for active state,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void stopActiveServices()>
Starting services required for standby state,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void startStandbyServices(org.apache.hadoop.conf.Configuration)>
Successfully saved namespace for preparing rolling upgrade.,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void startRollingUpgradeInternalForNonHA(long)>
NameNode metadata after re-processing replication and invalidation queues during failover:\n <*> ,debug,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void startActiveServices()>
Starting services required for active state,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void startActiveServices()>
Catching up to latest edits from old active before taking over writer role in edits logs,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void startActiveServices()>
Reprocessing replication and invalidation queues,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void startActiveServices()>
Will take over writing edit logs at txnid  <*> ,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void startActiveServices()>
New namespace image has been created,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void saveNamespace()>
*DIR* reportBadBlocks,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void reportBadBlocks(org.apache.hadoop.hdfs.protocol.LocatedBlock[])>
DIR* NameSystem.renameTo: with options -  srcArg  to  dstArg ,debug,"<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void renameTo(java.lang.String,java.lang.String,org.apache.hadoop.fs.Options$Rename[])>"
"Adjusting safe-mode totals for deletion.decreasing safeBlocks by  numRemovedSafe , totalBlocks by  numRemovedComplete ",debug,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void removeBlocksAndUpdateSafemodeTotal(org.apache.hadoop.hdfs.server.namenode.INode$BlocksMapUpdateInfo)>
Registered FSNamesystemState MBean,info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void registerMBean()>
