Log,LoggingLevel,Method
Principal={}: Current clock: {} is later than expiry {}. This may indicate a clock skew problem. Check that this host\'s and remote host\'s clocks are in sync. Exiting refresh thread.,error,<org.apache.kafka.common.security.oauthbearer.internals.expiring.ExpiringCredentialRefreshingLogin: java.lang.Long refreshMs(long)>
Principal={}: Expiring credential already expired at {}: will try to refresh again at {},warn,<org.apache.kafka.common.security.oauthbearer.internals.expiring.ExpiringCredentialRefreshingLogin: java.lang.Long refreshMs(long)>
"Principal={}: Expiring credential refresh thread exiting because the expiring credential\'s current expiration time ({}) exceeds the latest possible refresh time ({}). This process will not be able to authenticate new SASL connections after that time (for example, it will not be able to authenticate a new connection with a Kafka Broker).",warn,<org.apache.kafka.common.security.oauthbearer.internals.expiring.ExpiringCredentialRefreshingLogin: java.lang.Long refreshMs(long)>
Principal={}: Expiring credential valid from {} to {},info,<org.apache.kafka.common.security.oauthbearer.internals.expiring.ExpiringCredentialRefreshingLogin: java.lang.Long refreshMs(long)>
"Principal={}: Expiring credential expires at {}, so buffer times of {} and {} seconds at the front and back, respectively, cannot be accommodated.  We will refresh at {}.",warn,<org.apache.kafka.common.security.oauthbearer.internals.expiring.ExpiringCredentialRefreshingLogin: java.lang.Long refreshMs(long)>
"Principal={}: Proposed refresh time of {} extends into the desired buffer time of {} seconds before expiration, so refresh it at the desired buffer begin point, at {}",info,<org.apache.kafka.common.security.oauthbearer.internals.expiring.ExpiringCredentialRefreshingLogin: java.lang.Long refreshMs(long)>
Principal={}: Expiring credential re-login thread time adjusted from {} to {} since the former is sooner than the minimum refresh interval ({} seconds from now).,info,<org.apache.kafka.common.security.oauthbearer.internals.expiring.ExpiringCredentialRefreshingLogin: java.lang.Long refreshMs(long)>
Max retries {} for {} reached,debug,"<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: void enqueue(org.apache.kafka.clients.admin.KafkaAdminClient$Call,long)>"
Queueing {} with a timeout {} ms from now.,debug,"<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: void enqueue(org.apache.kafka.clients.admin.KafkaAdminClient$Call,long)>"
The AdminClient thread has exited. Timing out {}.,debug,"<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: void enqueue(org.apache.kafka.clients.admin.KafkaAdminClient$Call,long)>"
"Renegotiation requested, but it is not supported, channelId {}, appReadBuffer pos {}, netReadBuffer pos {}, netWriteBuffer pos {} handshakeStatus {}",error,<org.apache.kafka.common.network.SslTransportLayer: int read(java.nio.ByteBuffer)>
Sending heartbeat request with {}ms remaining on timer,trace,<org.apache.kafka.clients.consumer.internals.Heartbeat: void sentHeartbeat(long)>
SSL handshake completed successfully with peerHost \'{}\' peerPort {} peerPrincipal \'{}\' cipherSuite \'{}\',debug,<org.apache.kafka.common.network.SslTransportLayer: void handshakeFinished()>
"SSLHandshake FINISHED channelId {}, appReadBuffer pos {}, netReadBuffer pos {}, netWriteBuffer pos {} ",trace,<org.apache.kafka.common.network.SslTransportLayer: void handshakeFinished()>
Resetting sequence number of batch with current sequence {} for partition {} to {},info,"<org.apache.kafka.clients.producer.internals.TransactionManager: void lambda$adjustSequencesDueToFailedBatch$4(org.apache.kafka.clients.producer.internals.ProducerBatch,org.apache.kafka.clients.producer.internals.ProducerBatch)>"
"{}: Attempted to decrement {}, but the gauge suite was closed.",warn,<org.apache.kafka.common.metrics.internals.IntGaugeSuite: void decrement(java.lang.Object)>
"{}: Attempted to decrement {}, but no such metric was registered.",debug,<org.apache.kafka.common.metrics.internals.IntGaugeSuite: void decrement(java.lang.Object)>
{}: Removed a reference to {}.  {} reference(s) remaining.,trace,<org.apache.kafka.common.metrics.internals.IntGaugeSuite: void decrement(java.lang.Object)>
message,warn,"<org.apache.kafka.common.utils.LogContext$LocationIgnorantKafkaLogger: void warn(java.lang.String,java.lang.Object,java.lang.Object)>"
Failed to create channel due to ,warn,"<org.apache.kafka.common.network.PlaintextChannelBuilder: org.apache.kafka.common.network.KafkaChannel buildChannel(java.lang.String,java.nio.channels.SelectionKey,int,org.apache.kafka.common.memory.MemoryPool,org.apache.kafka.common.network.ChannelMetadataRegistry)>"
Group coordinator lookup failed: Invalid response containing more than a single coordinator,error,<org.apache.kafka.clients.producer.internals.TransactionManager$FindCoordinatorHandler: void handleResponse(org.apache.kafka.common.requests.AbstractResponse)>
Discovered {} coordinator {},info,<org.apache.kafka.clients.producer.internals.TransactionManager$FindCoordinatorHandler: void handleResponse(org.apache.kafka.common.requests.AbstractResponse)>
Login module control flag is not available in the JAAS config,<init>,<org.apache.kafka.common.security.JaasConfig: javax.security.auth.login.AppConfigurationEntry$LoginModuleControlFlag loginModuleControlFlag(java.lang.String)>
"Found {} OAuth Bearer tokens in Subject\'s private credentials; the oldest expires at {}, will use the newest, which expires at {}",warn,<org.apache.kafka.common.security.oauthbearer.internals.OAuthBearerSaslClientCallbackHandler: void handleCallback(org.apache.kafka.common.security.oauthbearer.OAuthBearerTokenCallback)>
Could not read properties from file {},error,<org.apache.kafka.common.config.provider.FileConfigProvider: org.apache.kafka.common.config.ConfigData get(java.lang.String)>
Transition from state {} to error state {},debug,"<org.apache.kafka.clients.producer.internals.TransactionManager: void transitionTo(org.apache.kafka.clients.producer.internals.TransactionManager$State,java.lang.RuntimeException)>"
Transition from state {} to {},debug,"<org.apache.kafka.clients.producer.internals.TransactionManager: void transitionTo(org.apache.kafka.clients.producer.internals.TransactionManager$State,java.lang.RuntimeException)>"
Kafka admin client initialized,debug,"<org.apache.kafka.clients.admin.KafkaAdminClient: void <init>(org.apache.kafka.clients.admin.AdminClientConfig,java.lang.String,org.apache.kafka.common.utils.Time,org.apache.kafka.clients.admin.internals.AdminMetadataManager,org.apache.kafka.common.metrics.Metrics,org.apache.kafka.clients.KafkaClient,org.apache.kafka.clients.admin.KafkaAdminClient$TimeoutProcessorFactory,org.apache.kafka.common.utils.LogContext)>"
Disconnected from {}. Will retry.,debug,<org.apache.kafka.clients.producer.internals.TransactionManager$TxnRequestHandler: void onComplete(org.apache.kafka.clients.ClientResponse)>
Received transactional response {} for request {},trace,<org.apache.kafka.clients.producer.internals.TransactionManager$TxnRequestHandler: void onComplete(org.apache.kafka.clients.ClientResponse)>
Marking partition {} unresolved with next sequence number {},debug,<org.apache.kafka.clients.producer.internals.TransactionManager: void markSequenceUnresolved(org.apache.kafka.clients.producer.internals.ProducerBatch)>
"No inflight batches remaining for {}, last ack\'d sequence for partition is {}, next sequence is {}. Going to bump epoch and reset sequence numbers.",info,<org.apache.kafka.clients.producer.internals.TransactionManager: void maybeResolveSequences()>
"Server config {} should be prefixed with SASL mechanism name, ignoring config",warn,"<org.apache.kafka.common.security.JaasContext: org.apache.kafka.common.security.JaasContext loadServerContext(org.apache.kafka.common.network.ListenerName,java.lang.String,java.util.Map)>"
Raising WakeupException in response to user wakeup,debug,<org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient: void maybeTriggerWakeup()>
log_start_offset,<init>,<org.apache.kafka.common.message.FetchRequestData$FetchPartition: void <clinit>()>
log_start_offset,<init>,<org.apache.kafka.common.message.FetchRequestData$FetchPartition: void <clinit>()>
log_start_offset,<init>,<org.apache.kafka.common.message.FetchRequestData$FetchPartition: void <clinit>()>
"Consumer instanceId=, <*>, , clientId=, <*>, , groupId=, <*>,  , ",<init>,"<org.apache.kafka.clients.consumer.KafkaConsumer: void <init>(org.apache.kafka.clients.consumer.ConsumerConfig,org.apache.kafka.common.serialization.Deserializer,org.apache.kafka.common.serialization.Deserializer)>"
"Consumer clientId=, <*>, , groupId=, <*>,  , ",<init>,"<org.apache.kafka.clients.consumer.KafkaConsumer: void <init>(org.apache.kafka.clients.consumer.ConsumerConfig,org.apache.kafka.common.serialization.Deserializer,org.apache.kafka.common.serialization.Deserializer)>"
Initializing the Kafka consumer,debug,"<org.apache.kafka.clients.consumer.KafkaConsumer: void <init>(org.apache.kafka.clients.consumer.ConsumerConfig,org.apache.kafka.common.serialization.Deserializer,org.apache.kafka.common.serialization.Deserializer)>"
"connections.max.idle.ms, ",<init>,"<org.apache.kafka.clients.consumer.KafkaConsumer: void <init>(org.apache.kafka.clients.consumer.ConsumerConfig,org.apache.kafka.common.serialization.Deserializer,org.apache.kafka.common.serialization.Deserializer)>"
Kafka consumer initialized,debug,"<org.apache.kafka.clients.consumer.KafkaConsumer: void <init>(org.apache.kafka.clients.consumer.ConsumerConfig,org.apache.kafka.common.serialization.Deserializer,org.apache.kafka.common.serialization.Deserializer)>"
"Token not provided, this login cannot be used to establish client connections",debug,<org.apache.kafka.common.security.oauthbearer.internals.unsecured.OAuthBearerUnsecuredLoginCallbackHandler: void handleTokenCallback(org.apache.kafka.common.security.oauthbearer.OAuthBearerTokenCallback)>
Extensions provided in login context without a token,<init>,<org.apache.kafka.common.security.oauthbearer.internals.unsecured.OAuthBearerUnsecuredLoginCallbackHandler: void handleTokenCallback(org.apache.kafka.common.security.oauthbearer.OAuthBearerTokenCallback)>
Retrieved token with principal {},info,<org.apache.kafka.common.security.oauthbearer.internals.unsecured.OAuthBearerUnsecuredLoginCallbackHandler: void handleTokenCallback(org.apache.kafka.common.security.oauthbearer.OAuthBearerTokenCallback)>
Error sending fetch request {} to node {}:,info,<org.apache.kafka.clients.FetchSessionHandler: void handleError(java.lang.Throwable)>
Disconnecting from {} due to timeout while awaiting {},info,<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: void timeoutCallsInFlight(org.apache.kafka.clients.admin.KafkaAdminClient$TimeoutProcessor)>
Timed out {} call(s) in flight.,debug,<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: void timeoutCallsInFlight(org.apache.kafka.clients.admin.KafkaAdminClient$TimeoutProcessor)>
Disabling heartbeat thread,debug,<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$HeartbeatThread: void disable()>
"Metadata request for {} returned no error, but the leader is unknown. Will retry",debug,"<org.apache.kafka.clients.admin.internals.PartitionLeaderStrategy: org.apache.kafka.clients.admin.internals.AdminApiLookupStrategy$LookupResult handleResponse(java.util.Set,org.apache.kafka.common.requests.AbstractResponse)>"
Error registering AppInfo mbean,warn,"<org.apache.kafka.common.utils.AppInfoParser: void registerAppInfo(java.lang.String,java.lang.String,org.apache.kafka.common.metrics.Metrics,long)>"
"topics, ",<init>,"<org.apache.kafka.common.message.DescribeLogDirsRequestDataJsonConverter: org.apache.kafka.common.message.DescribeLogDirsRequestData read(com.fasterxml.jackson.databind.JsonNode,short)>"
null,<init>,<org.apache.kafka.clients.admin.KafkaAdminClient$15: org.apache.kafka.common.requests.DescribeLogDirsRequest$Builder createRequest(int)>
Support for using the empty group id by consumers is deprecated and will be removed in the next major release.,warn,<org.apache.kafka.clients.consumer.KafkaConsumer: void lambda$new$0(java.lang.String)>
Error executing interceptor onAcknowledgement callback,warn,"<org.apache.kafka.clients.producer.internals.ProducerInterceptors: void onAcknowledgement(org.apache.kafka.clients.producer.RecordMetadata,java.lang.Exception)>"
Seeking to offset {} for partition {} with epoch {},info,"<org.apache.kafka.clients.consumer.KafkaConsumer: void seek(org.apache.kafka.common.TopicPartition,org.apache.kafka.clients.consumer.OffsetAndMetadata)>"
Seeking to offset {} for partition {},info,"<org.apache.kafka.clients.consumer.KafkaConsumer: void seek(org.apache.kafka.common.TopicPartition,org.apache.kafka.clients.consumer.OffsetAndMetadata)>"
Error executing interceptor onCommit callback,warn,<org.apache.kafka.clients.consumer.internals.ConsumerInterceptors: void onCommit(java.util.Map)>
Down-converted records for partition {} with length={},debug,"<org.apache.kafka.common.record.LazyDownConversionRecordsSend: long writeTo(org.apache.kafka.common.network.TransferableChannel,long,int)>"
Found TGT with client principal \'{}\' and server principal \'{}\'.,debug,<org.apache.kafka.common.security.kerberos.KerberosLogin: javax.security.auth.kerberos.KerberosTicket getTGT()>
Metadata response contained no brokers. Will backoff and retry,debug,"<org.apache.kafka.clients.admin.internals.AllBrokersStrategy: org.apache.kafka.clients.admin.internals.AdminApiLookupStrategy$LookupResult handleResponse(java.util.Set,org.apache.kafka.common.requests.AbstractResponse)>"
Discovered all brokers {} to send requests to,debug,"<org.apache.kafka.clients.admin.internals.AllBrokersStrategy: org.apache.kafka.clients.admin.internals.AdminApiLookupStrategy$LookupResult handleResponse(java.util.Set,org.apache.kafka.common.requests.AbstractResponse)>"
`LeaveGroup` request for group id {} failed due to error {},debug,"<org.apache.kafka.clients.admin.internals.RemoveMembersFromConsumerGroupHandler: void handleGroupError(org.apache.kafka.clients.admin.internals.CoordinatorKey,org.apache.kafka.common.protocol.Errors,java.util.Map,java.util.Set)>"
`LeaveGroup` request for group id {} failed because the coordinator is still in the process of loading state. Will retry,debug,"<org.apache.kafka.clients.admin.internals.RemoveMembersFromConsumerGroupHandler: void handleGroupError(org.apache.kafka.clients.admin.internals.CoordinatorKey,org.apache.kafka.common.protocol.Errors,java.util.Map,java.util.Set)>"
`LeaveGroup` request for group id {} returned error {}. Will attempt to find the coordinator again and retry,debug,"<org.apache.kafka.clients.admin.internals.RemoveMembersFromConsumerGroupHandler: void handleGroupError(org.apache.kafka.clients.admin.internals.CoordinatorKey,org.apache.kafka.common.protocol.Errors,java.util.Map,java.util.Set)>"
`LeaveGroup` request for group id {} failed due to unexpected error {},error,"<org.apache.kafka.clients.admin.internals.RemoveMembersFromConsumerGroupHandler: void handleGroupError(org.apache.kafka.clients.admin.internals.CoordinatorKey,org.apache.kafka.common.protocol.Errors,java.util.Map,java.util.Set)>"
Leader for partition {} is unknown for fetching offset {},debug,"<org.apache.kafka.clients.consumer.internals.Fetcher: java.util.Map groupListOffsetRequests(java.util.Map,java.util.Set)>"
Leader {} for partition {} is unavailable for fetching offset until reconnect backoff expires,debug,"<org.apache.kafka.clients.consumer.internals.Fetcher: java.util.Map groupListOffsetRequests(java.util.Map,java.util.Set)>"
Already logged in without a token,<init>,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean login()>
Login has already been committed without a token,<init>,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean login()>
"Logged in without a token, this login cannot be used to establish client connections",debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean login()>
Login succeeded; invoke commit() to commit it; current committed token count={},debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean login()>
"Read from closing channel failed, ignoring exception",trace,<org.apache.kafka.common.network.Selector: boolean maybeReadFromClosingChannel(org.apache.kafka.common.network.KafkaChannel)>
Login was not configured properly,<init>,<org.apache.kafka.common.security.oauthbearer.internals.OAuthBearerRefreshingLogin: javax.security.auth.login.LoginContext login()>
"SyncGroup failed due to inconsistent Protocol Type, received {} but expected {}",error,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler: void handle(org.apache.kafka.common.requests.SyncGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
Received successful SyncGroup response: {},debug,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler: void handle(org.apache.kafka.common.requests.SyncGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
"SyncGroup failed due to inconsistent Protocol Name, received {} but expected {}",error,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler: void handle(org.apache.kafka.common.requests.SyncGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
Successfully synced group in generation {},info,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler: void handle(org.apache.kafka.common.requests.SyncGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
"Generation data was cleared by heartbeat thread to {} and state is now {} before receiving SyncGroup response, marking this rebalance as failed and retry",info,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler: void handle(org.apache.kafka.common.requests.SyncGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
SyncGroup failed: The group began another rebalance. Need to re-join the group. Sent generation was {},info,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler: void handle(org.apache.kafka.common.requests.SyncGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
SyncGroup failed: The group instance id {} has been fenced by another instance. Sent generation was {},error,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler: void handle(org.apache.kafka.common.requests.SyncGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
SyncGroup failed: {} Need to re-join the group. Sent generation was {},info,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler: void handle(org.apache.kafka.common.requests.SyncGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
SyncGroup failed: {} Marking coordinator unknown. Sent generation was {},info,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler: void handle(org.apache.kafka.common.requests.SyncGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
"Created socket with SO_RCVBUF = {}, SO_SNDBUF = {}, SO_TIMEOUT = {} to node {}",debug,"<org.apache.kafka.common.network.Selector: void pollSelectionKeys(java.util.Set,boolean,long)>"
Should never happen: re-authentication latency for a re-authenticated channel was null; continuing...,warn,"<org.apache.kafka.common.network.Selector: void pollSelectionKeys(java.util.Set,boolean,long)>"
Successfully {}authenticated with {},debug,"<org.apache.kafka.common.network.Selector: void pollSelectionKeys(java.util.Set,boolean,long)>"
Connection with {} disconnected,debug,"<org.apache.kafka.common.network.Selector: void pollSelectionKeys(java.util.Set,boolean,long)>"
Failed {}authentication with {} ({}),info,"<org.apache.kafka.common.network.Selector: void pollSelectionKeys(java.util.Set,boolean,long)>"
Unexpected error from {}; closing connection,warn,"<org.apache.kafka.common.network.Selector: void pollSelectionKeys(java.util.Set,boolean,long)>"
The OAuth login configuration encountered an error when closing the AccessTokenRetriever,warn,<org.apache.kafka.common.security.oauthbearer.secured.OAuthBearerLoginCallbackHandler: void close()>
Found least loaded node {} connected with no in-flight requests,trace,<org.apache.kafka.clients.NetworkClient: org.apache.kafka.common.Node leastLoadedNode(long)>
Removing node {} from least loaded node selection since it is neither ready for sending or connecting,trace,<org.apache.kafka.clients.NetworkClient: org.apache.kafka.common.Node leastLoadedNode(long)>
Found least loaded node {} with {} inflight requests,trace,<org.apache.kafka.clients.NetworkClient: org.apache.kafka.common.Node leastLoadedNode(long)>
Found least loaded connecting node {},trace,<org.apache.kafka.clients.NetworkClient: org.apache.kafka.common.Node leastLoadedNode(long)>
Found least loaded node {} with no active connection,trace,<org.apache.kafka.clients.NetworkClient: org.apache.kafka.common.Node leastLoadedNode(long)>
Least loaded node selection failed to find an available node,trace,<org.apache.kafka.clients.NetworkClient: org.apache.kafka.common.Node leastLoadedNode(long)>
Initiating API versions fetch from node {}.,debug,<org.apache.kafka.clients.NetworkClient: void handleInitiateApiVersionRequests(long)>
Successfully authenticate User={},debug,"<org.apache.kafka.common.security.oauthbearer.internals.OAuthBearerSaslServer: byte[] process(java.lang.String,java.lang.String,org.apache.kafka.common.security.auth.SaslExtensions)>"
Error while loading kafka-version.properties: {},warn,<org.apache.kafka.common.utils.AppInfoParser: void <clinit>()>
Successfully validated token with principal {}: {},info,<org.apache.kafka.common.security.oauthbearer.internals.unsecured.OAuthBearerUnsecuredValidatorCallbackHandler: void handleCallback(org.apache.kafka.common.security.oauthbearer.OAuthBearerValidatorCallback)>
Group coordinator {} is unavailable or invalid due to cause: {}.isDisconnected: {}. Rediscovery will be attempted.,info,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator: void markCoordinatorUnknown(boolean,java.lang.String)>"
Requesting disconnect from last known coordinator {},info,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator: void markCoordinatorUnknown(boolean,java.lang.String)>"
Consumer has been disconnected from the group coordinator for {}ms,warn,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator: void markCoordinatorUnknown(boolean,java.lang.String)>"
LeaveGroup response with {} returned successfully: {},debug,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$LeaveGroupResponseHandler: void handle(org.apache.kafka.common.requests.LeaveGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
LeaveGroup request with {} failed with error: {},error,"<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$LeaveGroupResponseHandler: void handle(org.apache.kafka.common.requests.LeaveGroupResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
"Detected that all consumers were subscribed to same set of topics, invoking the optimized assignment algorithm",debug,"<org.apache.kafka.clients.consumer.internals.AbstractStickyAssignor: java.util.Map assign(java.util.Map,java.util.Map)>"
"Detected that not all consumers were subscribed to same set of topics, falling back to the general case assignment algorithm",debug,"<org.apache.kafka.clients.consumer.internals.AbstractStickyAssignor: java.util.Map assign(java.util.Map,java.util.Map)>"
"AdminClient clientId=, clientId,  , ",<init>,<org.apache.kafka.clients.admin.KafkaAdminClient: org.apache.kafka.common.utils.LogContext createLogContext(java.lang.String)>
(Re-)joining group,info,<org.apache.kafka.clients.consumer.internals.AbstractCoordinator: org.apache.kafka.clients.consumer.internals.RequestFuture sendJoinGroupRequest()>
Sending JoinGroup ({}) to coordinator {},debug,<org.apache.kafka.clients.consumer.internals.AbstractCoordinator: org.apache.kafka.clients.consumer.internals.RequestFuture sendJoinGroupRequest()>
"Cancelled in-flight {} request with correlation id {} due to node {} being disconnected (elapsed time since creation: {}ms, elapsed time since send: {}ms, request timeout: {}ms): {}",debug,"<org.apache.kafka.clients.NetworkClient: void cancelInFlightRequests(java.lang.String,long,java.util.Collection)>"
"Cancelled in-flight {} request with correlation id {} due to node {} being disconnected (elapsed time since creation: {}ms, elapsed time since send: {}ms, request timeout: {}ms)",info,"<org.apache.kafka.clients.NetworkClient: void cancelInFlightRequests(java.lang.String,long,java.util.Collection)>"
Exception closing connection to node {}:,error,"<org.apache.kafka.common.network.Selector: void doClose(org.apache.kafka.common.network.KafkaChannel,boolean)>"
"performing general assign. partitionsPerTopic: {}, subscriptions: {}, currentAssignment: {}",debug,"<org.apache.kafka.clients.consumer.internals.AbstractStickyAssignor: java.util.Map generalAssign(java.util.Map,java.util.Map,java.util.Map)>"
unassigned Partitions: {},debug,"<org.apache.kafka.clients.consumer.internals.AbstractStickyAssignor: java.util.Map generalAssign(java.util.Map,java.util.Map,java.util.Map)>"
Final assignment of partitions to consumers: \n{},info,"<org.apache.kafka.clients.consumer.internals.AbstractStickyAssignor: java.util.Map generalAssign(java.util.Map,java.util.Map,java.util.Map)>"
"Detected truncated partitions: , truncations, ",<init>,<org.apache.kafka.clients.consumer.internals.Fetcher: org.apache.kafka.clients.consumer.LogTruncationException buildLogTruncationException(java.util.List)>
Couldn\'t resolve server {} from {} as DNS resolution of the canonical hostname {} failed for {},warn,"<org.apache.kafka.clients.ClientUtils: java.util.List parseAndValidateAddresses(java.util.List,org.apache.kafka.clients.ClientDnsLookup)>"
Couldn\'t resolve server {} from {} as DNS resolution failed for {},warn,"<org.apache.kafka.clients.ClientUtils: java.util.List parseAndValidateAddresses(java.util.List,org.apache.kafka.clients.ClientDnsLookup)>"
Discarding error in ListOffsetResponse because another error is pending,error,<org.apache.kafka.clients.consumer.internals.Fetcher$3: void onFailure(java.lang.RuntimeException)>
Starting creation of new VerificationKeyResolver from {},debug,<org.apache.kafka.common.security.oauthbearer.secured.JwksFileVerificationKeyResolver: void init()>
Error reading the error stream,warn,<org.apache.kafka.common.utils.Shell$1: void run()>
Sending Heartbeat request with generation {} and member id {} to coordinator {},debug,<org.apache.kafka.clients.consumer.internals.AbstractCoordinator: org.apache.kafka.clients.consumer.internals.RequestFuture sendHeartbeatRequest()>
Pausing partitions {},debug,<org.apache.kafka.clients.consumer.KafkaConsumer: void pause(java.util.Collection)>
Failed to close {} with type {},error,"<org.apache.kafka.common.utils.Utils: void closeQuietly(java.lang.AutoCloseable,java.lang.String,java.util.concurrent.atomic.AtomicReference)>"
"<*>, <*>",add,"<org.apache.kafka.clients.admin.KafkaAdminClient: org.apache.kafka.clients.admin.DescribeReplicaLogDirsResult describeReplicaLogDirs(java.util.Collection,org.apache.kafka.clients.admin.DescribeReplicaLogDirsOptions)>"
,error,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: void identifyExtensions()>
An internal error occurred while retrieving SASL extensions from callback handler,<init>,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: void identifyExtensions()>
CallbackHandler {} does not support SASL extensions. No extensions will be added,debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: void identifyExtensions()>
SASL Extensions cannot be null. Check whether your callback handler is explicitly setting them as null.,error,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: void identifyExtensions()>
Extensions cannot be null.,<init>,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: void identifyExtensions()>
DYNAMIC_BROKER_LOGGER_CONFIG,<init>,<org.apache.kafka.common.requests.DescribeConfigsResponse$ConfigSource: void <clinit>()>
Failed to construct list due to ,error,<org.apache.kafka.common.serialization.ListDeserializer: java.util.List createListInstance(int)>
Unexpected error code: {}.,warn,<org.apache.kafka.common.protocol.Errors: org.apache.kafka.common.protocol.Errors forCode(short)>
Requesting metadata update.,debug,<org.apache.kafka.clients.admin.internals.AdminMetadataManager: void requestUpdate()>
"Heartbeat failed, reset the timer to {}ms remaining",trace,<org.apache.kafka.clients.consumer.internals.Heartbeat: void failHeartbeat()>
Server response from broker {} mentioned unknown partition {},warn,<org.apache.kafka.clients.admin.KafkaAdminClient$16: void handleResponse(org.apache.kafka.common.requests.AbstractResponse)>
,<init>,<org.apache.kafka.clients.admin.KafkaAdminClient$16: void handleResponse(org.apache.kafka.common.requests.AbstractResponse)>
"Extensions callback is not supported by client callback handler {}, no extensions will be added",debug,<org.apache.kafka.common.security.scram.internals.ScramSaslClient: byte[] evaluateChallenge(byte[])>
ProducerId set to {} with epoch {},info,<org.apache.kafka.clients.producer.internals.TransactionManager: void setProducerIdAndEpoch(org.apache.kafka.common.utils.ProducerIdAndEpoch)>
Login must be done first,<init>,<org.apache.kafka.common.security.kerberos.KerberosLogin: void reLogin()>
Initiating logout for {},info,<org.apache.kafka.common.security.kerberos.KerberosLogin: void reLogin()>
Initiating re-login for {},info,<org.apache.kafka.common.security.kerberos.KerberosLogin: void reLogin()>
Cancelled request with header {} due to node {} being disconnected,trace,"<org.apache.kafka.clients.producer.internals.Sender: void handleProduceResponse(org.apache.kafka.clients.ClientResponse,java.util.Map,long)>"
Cancelled request {} due to a version mismatch with node {},warn,"<org.apache.kafka.clients.producer.internals.Sender: void handleProduceResponse(org.apache.kafka.clients.ClientResponse,java.util.Map,long)>"
Received produce response from node {} with correlation id {},trace,"<org.apache.kafka.clients.producer.internals.Sender: void handleProduceResponse(org.apache.kafka.clients.ClientResponse,java.util.Map,long)>"
"throttleTimeMs, <*>",<init>,"<org.apache.kafka.common.requests.DescribeLogDirsRequest: org.apache.kafka.common.requests.AbstractResponse getErrorResponse(int,java.lang.Throwable)>"
"Could not load config provider class , <*>, ",error,"<org.apache.kafka.common.config.AbstractConfig: java.util.Map instantiateConfigProviders(java.util.Map,java.util.Map)>"
Sending ListOffsetRequest {} to broker {},debug,"<org.apache.kafka.clients.consumer.internals.Fetcher: org.apache.kafka.clients.consumer.internals.RequestFuture sendListOffsetRequest(org.apache.kafka.common.Node,java.util.Map,boolean)>"
message,error,"<org.apache.kafka.common.utils.LogContext$LocationIgnorantKafkaLogger: void error(java.lang.String,java.lang.Object[])>"
