Log,LoggingLevel,Method
"<*>, : responding to , call_, ",debug,"<org.apache.hadoop.ipc.Server$Responder: boolean processResponse(java.util.LinkedList,boolean)>"
"<*>, , call , call_, : output error, ",warn,"<org.apache.hadoop.ipc.Server$Responder: boolean processResponse(java.util.LinkedList,boolean)>"
"<*>, : responding to , call_,  Wrote , <*>,  bytes., ",debug,"<org.apache.hadoop.ipc.Server$Responder: boolean processResponse(java.util.LinkedList,boolean)>"
"<*>, : responding to , call_,  Wrote partial , <*>,  bytes., ",debug,"<org.apache.hadoop.ipc.Server$Responder: boolean processResponse(java.util.LinkedList,boolean)>"
"<*>, , call , call_, : output error, ",warn,"<org.apache.hadoop.ipc.Server$Responder: boolean processResponse(java.util.LinkedList,boolean)>"
Connecting to ZooKeeper with SASL/Kerberosand using \'sasl\' ACLs,info,<org.apache.hadoop.security.token.delegation.ZKDelegationTokenSecretManager: void <init>(org.apache.hadoop.conf.Configuration)>
Connecting to ZooKeeper without authentication,info,<org.apache.hadoop.security.token.delegation.ZKDelegationTokenSecretManager: void <init>(org.apache.hadoop.conf.Configuration)>
"Could not connect to local service at , <*>, : , <*>, ",warn,<org.apache.hadoop.ha.HealthMonitor: void tryConnect()>
Starting reconfiguration task.,info,<org.apache.hadoop.conf.ReconfigurableBase$ReconfigurationThread: void run()>
"Property , <*>,  is not reconfigurable, ",info,<org.apache.hadoop.conf.ReconfigurableBase$ReconfigurationThread: void run()>
"Change property: , <*>,  from \, <*>_, \ to \, <*>_, \., ",info,<org.apache.hadoop.conf.ReconfigurableBase$ReconfigurationThread: void run()>
"urls: , <*>, ",debug,"<org.apache.hadoop.util.ApplicationClassLoader: void <init>(java.net.URL[],java.lang.ClassLoader,java.util.List)>"
"system classes: , systemClasses, ",debug,"<org.apache.hadoop.util.ApplicationClassLoader: void <init>(java.net.URL[],java.lang.ClassLoader,java.util.List)>"
"system classes: , <*>, ",info,"<org.apache.hadoop.util.ApplicationClassLoader: void <init>(java.net.URL[],java.lang.ClassLoader,java.util.List)>"
"options parsing failed: , <*>, ",warn,"<org.apache.hadoop.util.GenericOptionsParser: void parseGeneralOptions(org.apache.commons.cli.Options,org.apache.hadoop.conf.Configuration,java.lang.String[])>"
Failed to reload the topology table.  The cached mappings will not be cleared.,error,<org.apache.hadoop.net.TableMapping$RawTableMapping: void reloadCachedMappings()>
login must be done first,<init>,<org.apache.hadoop.security.UserGroupInformation: void reloginFromTicketCache()>
"Initiating logout for , <*>, ",debug,<org.apache.hadoop.security.UserGroupInformation: void reloginFromTicketCache()>
"Initiating re-login for , <*>, ",debug,<org.apache.hadoop.security.UserGroupInformation: void reloginFromTicketCache()>
"Stopping metrics sink , <*>, : class=, <*>, ",debug,<org.apache.hadoop.metrics2.impl.MetricsSystemImpl: void stopSinks()>
Stopping HealthMonitor thread,info,<org.apache.hadoop.ha.HealthMonitor: void shutdown()>
"emitRecord failed: , <*>, ",warn,"<org.apache.hadoop.metrics.spi.CompositeContext: void emitRecord(java.lang.String,java.lang.String,org.apache.hadoop.metrics.spi.OutputRecord)>"
"Added global filter \', name, \' (class=, classname, ), ",info,"<org.apache.hadoop.http.HttpServer2: void addGlobalFilter(java.lang.String,java.lang.String,java.util.Map)>"
"I/O error finding interface , strInterface, : , <*>, ",warn,"<org.apache.hadoop.net.DNS: java.lang.String[] getIPs(java.lang.String,boolean)>"
"Found tgt , ticket, ",debug,<org.apache.hadoop.security.UserGroupInformation: javax.security.auth.kerberos.KerberosTicket getTGT()>
"<*>,  metrics system already initialized!, ",warn,<org.apache.hadoop.metrics2.impl.MetricsSystemImpl: org.apache.hadoop.metrics2.MetricsSystem init(java.lang.String)>
"<*>,  metrics system started (again), ",info,<org.apache.hadoop.metrics2.impl.MetricsSystemImpl: org.apache.hadoop.metrics2.MetricsSystem init(java.lang.String)>
"Metrics system not started: , <*>, ",warn,<org.apache.hadoop.metrics2.impl.MetricsSystemImpl: org.apache.hadoop.metrics2.MetricsSystem init(java.lang.String)>
Stacktrace: ,debug,<org.apache.hadoop.metrics2.impl.MetricsSystemImpl: org.apache.hadoop.metrics2.MetricsSystem init(java.lang.String)>
"prefix,  metrics system started in standby mode, ",info,<org.apache.hadoop.metrics2.impl.MetricsSystemImpl: org.apache.hadoop.metrics2.MetricsSystem init(java.lang.String)>
"Failed to find datanode (scope=\, <*>, \ excludedScope=\, <*>, \)., ",<init>,"<org.apache.hadoop.net.NetworkTopology: org.apache.hadoop.net.Node chooseRandom(java.lang.String,java.lang.String)>"
Could not get disk usage information,warn,<org.apache.hadoop.fs.DU$DURefreshThread: void run()>
Unexpected exception while closing selector : ,warn,<org.apache.hadoop.net.SocketIOWithTimeout$SelectorPool$SelectorInfo: void close()>
,debug,<org.apache.hadoop.metrics2.lib.MutableRates: void init(java.lang.Class)>
"Error creating rate metrics for , <*>, ",error,<org.apache.hadoop.metrics2.lib.MutableRates: void init(java.lang.Class)>
WeightedRoundRobinMultiplexer is being used.,info,"<org.apache.hadoop.ipc.WeightedRoundRobinMultiplexer: void <init>(int,java.lang.String,org.apache.hadoop.conf.Configuration)>"
"Storing ZKDTSMDelegationKey_, <*>, ",debug,"<org.apache.hadoop.security.token.delegation.ZKDelegationTokenSecretManager: void addOrUpdateDelegationKey(org.apache.hadoop.security.token.delegation.DelegationKey,boolean)>"
"Key with path , <*>,  already exists.. Updating !!, ",debug,"<org.apache.hadoop.security.token.delegation.ZKDelegationTokenSecretManager: void addOrUpdateDelegationKey(org.apache.hadoop.security.token.delegation.DelegationKey,boolean)>"
"Updating non existent Key path , <*>, .. Adding new !!, ",debug,"<org.apache.hadoop.security.token.delegation.ZKDelegationTokenSecretManager: void addOrUpdateDelegationKey(org.apache.hadoop.security.token.delegation.DelegationKey,boolean)>"
"<*>,  znode already exists !!, ",debug,"<org.apache.hadoop.security.token.delegation.ZKDelegationTokenSecretManager: void addOrUpdateDelegationKey(org.apache.hadoop.security.token.delegation.DelegationKey,boolean)>"
 null,sortByDistance,"<org.apache.hadoop.net.NetworkTopologyWithNodeGroup: void sortByDistance(org.apache.hadoop.net.Node,org.apache.hadoop.net.Node[],int)>"
"<*>, : doAsyncWrite threw exception , <*>, ",info,<org.apache.hadoop.ipc.Server$Responder: void doRunLoop()>
Checking for old call responses.,debug,<org.apache.hadoop.ipc.Server$Responder: void doRunLoop()>
Out of Memory in server select,warn,<org.apache.hadoop.ipc.Server$Responder: void doRunLoop()>
Exception in Responder,warn,<org.apache.hadoop.ipc.Server$Responder: void doRunLoop()>
"Namenode trash configuration: Deletion interval = , <*>,  minutes, Emptier interval = , <*>,  minutes., ",info,"<org.apache.hadoop.fs.TrashPolicyDefault: void initialize(org.apache.hadoop.conf.Configuration,org.apache.hadoop.fs.FileSystem,org.apache.hadoop.fs.Path)>"
"Invalid propertylist for , <*>, ",error,<org.apache.hadoop.metrics2.sink.ganglia.AbstractGangliaSink: void loadGangliaConf(org.apache.hadoop.metrics2.sink.ganglia.AbstractGangliaSink$GangliaConfType)>
"got exception trying to get groups for user , user, : , <*>, ",warn,<org.apache.hadoop.security.ShellBasedUnixGroupsMapping: java.util.List getUnixGroups(java.lang.String)>
"Adding saslServer wrapped token of size , <*>,  as call response., ",debug,"<org.apache.hadoop.ipc.Server: void wrapWithSasl(java.io.ByteArrayOutputStream,org.apache.hadoop.ipc.Server$Call)>"
No MBeanServer could be found.,error,"<org.apache.hadoop.jmx.JMXJsonServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
Caught an exception while processing JMX request,error,"<org.apache.hadoop.jmx.JMXJsonServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
Caught an exception while processing JMX request,error,"<org.apache.hadoop.jmx.JMXJsonServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
"SASL client callback: setting username: , <*>, ",debug,<org.apache.hadoop.security.SaslRpcClient$SaslClientCallbackHandler: void handle(javax.security.auth.callback.Callback[])>
SASL client callback: setting userPassword,debug,<org.apache.hadoop.security.SaslRpcClient$SaslClientCallbackHandler: void handle(javax.security.auth.callback.Callback[])>
"SASL client callback: setting realm: , <*>, ",debug,<org.apache.hadoop.security.SaslRpcClient$SaslClientCallbackHandler: void handle(javax.security.auth.callback.Callback[])>
"Running cmd: , cmd, ",debug,"<org.apache.hadoop.ha.SshFenceByTcpPort: int execCommand(com.jcraft.jsch.Session,java.lang.String)>"
"No unit for , name, (, <*>, ) assuming , unit, ",warn,"<org.apache.hadoop.conf.Configuration: long getTimeDuration(java.lang.String,long,java.util.concurrent.TimeUnit)>"
"flush failed: , <*>, ",warn,<org.apache.hadoop.metrics.spi.CompositeContext: void flush()>
"Can\'t find group name for gid , gid, . Use default group name , unknown, ",warn,"<org.apache.hadoop.security.ShellBasedIdMapping: java.lang.String getGroupName(int,java.lang.String)>"
failed to load SnappyCompressor,error,<org.apache.hadoop.io.compress.snappy.SnappyCompressor: void <clinit>()>
"Drop the response. Current retryCount == , retryCount, ",debug,"<org.apache.hadoop.io.retry.LossyRetryInvocationHandler: java.lang.Object invokeMethod(java.lang.reflect.Method,java.lang.Object[])>"
"retryCount == , <*>, . It\'s time to normally process the response, ",debug,"<org.apache.hadoop.io.retry.LossyRetryInvocationHandler: java.lang.Object invokeMethod(java.lang.reflect.Method,java.lang.Object[])>"
"Error accessing field , field, ",warn,<org.apache.hadoop.metrics2.lib.MetricsSourceBuilder: org.apache.hadoop.metrics2.lib.MetricsRegistry initRegistry(java.lang.Object)>
"Listing beans for , qry, ",debug,"<org.apache.hadoop.jmx.JMXJsonServlet: void listBeans(org.codehaus.jackson.JsonGenerator,javax.management.ObjectName,java.lang.String,javax.servlet.http.HttpServletResponse)>"
"getting attribute , prs_,  of , oname,  threw an exception, ",error,"<org.apache.hadoop.jmx.JMXJsonServlet: void listBeans(org.codehaus.jackson.JsonGenerator,javax.management.ObjectName,java.lang.String,javax.servlet.http.HttpServletResponse)>"
"getting attribute , prs_,  of , oname,  threw an exception, ",error,"<org.apache.hadoop.jmx.JMXJsonServlet: void listBeans(org.codehaus.jackson.JsonGenerator,javax.management.ObjectName,java.lang.String,javax.servlet.http.HttpServletResponse)>"
"getting attribute , prs_,  of , oname,  threw an exception, ",error,"<org.apache.hadoop.jmx.JMXJsonServlet: void listBeans(org.codehaus.jackson.JsonGenerator,javax.management.ObjectName,java.lang.String,javax.servlet.http.HttpServletResponse)>"
"getting attribute , prs_,  of , oname,  threw an exception, ",error,"<org.apache.hadoop.jmx.JMXJsonServlet: void listBeans(org.codehaus.jackson.JsonGenerator,javax.management.ObjectName,java.lang.String,javax.servlet.http.HttpServletResponse)>"
"Problem while trying to process JMX query: , qry,  with MBean , oname, ",error,"<org.apache.hadoop.jmx.JMXJsonServlet: void listBeans(org.codehaus.jackson.JsonGenerator,javax.management.ObjectName,java.lang.String,javax.servlet.http.HttpServletResponse)>"
"Problem while trying to process JMX query: , qry,  with MBean , oname, ",error,"<org.apache.hadoop.jmx.JMXJsonServlet: void listBeans(org.codehaus.jackson.JsonGenerator,javax.management.ObjectName,java.lang.String,javax.servlet.http.HttpServletResponse)>"
"recommended=, recommended_length, , actual=, <*>, ",debug,<org.apache.hadoop.util.LightWeightGSet: void <init>(int)>
"Failed to add SpanReceiver , <*>,  with configuration , <*>, ",info,<org.apache.hadoop.tracing.SpanReceiverHost: long addSpanReceiver(org.apache.hadoop.tracing.SpanReceiverInfo)>
"Failed to add SpanReceiver , <*>,  with configuration , <*>, ",info,<org.apache.hadoop.tracing.SpanReceiverHost: long addSpanReceiver(org.apache.hadoop.tracing.SpanReceiverInfo)>
"Successfully added SpanReceiver , <*>,  with configuration , <*>, ",info,<org.apache.hadoop.tracing.SpanReceiverHost: long addSpanReceiver(org.apache.hadoop.tracing.SpanReceiverInfo)>
"adding path spec: , c#, ",info,"<org.apache.hadoop.http.HttpServer: void <init>(java.lang.String,java.lang.String,int,boolean,org.apache.hadoop.conf.Configuration,org.apache.hadoop.security.authorize.AccessControlList,org.mortbay.jetty.Connector,java.lang.String[])>"
rechecking for electability from bad state,debug,<org.apache.hadoop.ha.ZKFailoverController: void verifyChangedServiceState(org.apache.hadoop.ha.HAServiceProtocol$HAServiceState)>
"Local service , <*>,  has changed the serviceState to , changedState, . Expected was , <*>, . Quitting election marking fencing necessary., ",error,<org.apache.hadoop.ha.ZKFailoverController: void verifyChangedServiceState(org.apache.hadoop.ha.HAServiceProtocol$HAServiceState)>
"RETRY , retries, ) policy=, <*>, , exception=, e_, ",debug,"<org.apache.hadoop.io.retry.RetryUtils$1: org.apache.hadoop.io.retry.RetryPolicy$RetryAction shouldRetry(java.lang.Exception,int,int,boolean)>"
HttpServer.start() threw a non Bind IOException,info,<org.apache.hadoop.http.HttpServer2: void start()>
HttpServer.start() threw a MultiException,info,<org.apache.hadoop.http.HttpServer2: void start()>
"changing property , property,  to , newVal, ",info,"<org.apache.hadoop.conf.ReconfigurableBase: java.lang.String reconfigureProperty(java.lang.String,java.lang.String)>"
"attribute, : , a, ",debug,<org.apache.hadoop.metrics2.impl.MetricsSourceAdapter: java.lang.Object getAttribute(java.lang.String)>
Update cache now,info,<org.apache.hadoop.security.ShellBasedIdMapping: void checkAndUpdateMaps()>
"Can\'t update the maps. Will use the old ones, which can potentially cause problem.",error,<org.apache.hadoop.security.ShellBasedIdMapping: void checkAndUpdateMaps()>
"Exception while notifying listeners of , this, : , <*>, ",warn,<org.apache.hadoop.service.AbstractService: void notifyListeners()>
"adding path spec: , c#, ",info,"<org.apache.hadoop.http.HttpServer2: void initializeWebServer(java.lang.String,java.lang.String,org.apache.hadoop.conf.Configuration,java.lang.String[])>"
"Created new connection for , this, ",debug,<org.apache.hadoop.ha.ActiveStandbyElector: void createConnection()>
Metric was emitted with no name.,warn,"<org.apache.hadoop.metrics.ganglia.GangliaContext31: void emitMetric(java.lang.String,java.lang.String,java.lang.String)>"
"Metric name , name,  was emitted with a null value., ",warn,"<org.apache.hadoop.metrics.ganglia.GangliaContext31: void emitMetric(java.lang.String,java.lang.String,java.lang.String)>"
"Metric name , name, , value , value,  has no type., ",warn,"<org.apache.hadoop.metrics.ganglia.GangliaContext31: void emitMetric(java.lang.String,java.lang.String,java.lang.String)>"
"Emitting metric , name, , type , type, , value , value,  from hostname, <*>, ",debug,"<org.apache.hadoop.metrics.ganglia.GangliaContext31: void emitMetric(java.lang.String,java.lang.String,java.lang.String)>"
"Metric name , name, , value , value,  had \'null\' units, ",warn,"<org.apache.hadoop.metrics.ganglia.GangliaContext31: void emitMetric(java.lang.String,java.lang.String,java.lang.String)>"
Operation failed,debug,<org.apache.hadoop.ha.HAAdmin: int run(java.lang.String[])>
"Token renewal for identifier: , id, ; total currentTokens , <*>, ",info,"<org.apache.hadoop.security.token.delegation.AbstractDelegationTokenSecretManager: long renewToken(org.apache.hadoop.security.token.Token,java.lang.String)>"
"<*>,  sending #, <*>, ",debug,<org.apache.hadoop.ipc.Client$Connection$3: void run()>
"Becoming active for , this, ",debug,<org.apache.hadoop.ha.ActiveStandbyElector: boolean becomeActive()>
Exception handling the winning of election,warn,<org.apache.hadoop.ha.ActiveStandbyElector: boolean becomeActive()>
,<init>,<org.apache.hadoop.security.UserGroupInformation: org.apache.hadoop.security.UserGroupInformation getUGIFromSubject(javax.security.auth.Subject)>
"Kerberos principal name is , <*>, ",debug,<org.apache.hadoop.security.SaslRpcServer: void <init>(org.apache.hadoop.security.SaslRpcServer$AuthMethod)>
"No groups available for user , <*>, ",warn,<org.apache.hadoop.security.UserGroupInformation: java.lang.String[] getGroupNames()>
"Removing a node: , <*>, ",info,<org.apache.hadoop.net.NetworkTopology: void remove(org.apache.hadoop.net.Node)>
"NetworkTopology became:\n, <*>, ",debug,<org.apache.hadoop.net.NetworkTopology: void remove(org.apache.hadoop.net.Node)>
"Error creating sink \', sinkName, \', ",warn,<org.apache.hadoop.metrics2.impl.MetricsSystemImpl: void configureSinks()>
"Unknown metrics type: , <*>, ",warn,"<org.apache.hadoop.metrics.ganglia.GangliaContext: void emitRecord(java.lang.String,java.lang.String,org.apache.hadoop.metrics.spi.OutputRecord)>"
"Remove leading / off , name, ",debug,<org.apache.hadoop.util.ApplicationClassLoader: java.net.URL getResource(java.lang.String)>
"getResource(, name, )=, url_, ",debug,<org.apache.hadoop.util.ApplicationClassLoader: java.net.URL getResource(java.lang.String)>
"Halt with status , status,  Message: , msg, ",info,"<org.apache.hadoop.util.ExitUtil: void halt(int,java.lang.String)>"
Halt called,fatal,"<org.apache.hadoop.util.ExitUtil: void halt(int,java.lang.String)>"
"<*>, : starting, ",info,<org.apache.hadoop.ipc.Server$Responder: void run()>
"Stopping , <*>, ",info,<org.apache.hadoop.ipc.Server$Responder: void run()>
"Couldn\'t close write selector in , <*>, ",error,<org.apache.hadoop.ipc.Server$Responder: void run()>
"Stopping , <*>, ",info,<org.apache.hadoop.ipc.Server$Responder: void run()>
"Couldn\'t close write selector in , <*>, ",error,<org.apache.hadoop.ipc.Server$Responder: void run()>
"name,  not found, ",info,<org.apache.hadoop.conf.Configuration: java.io.InputStream getConfResourceAsInputStream(java.lang.String)>
"found resource , name,  at , <*>, ",info,<org.apache.hadoop.conf.Configuration: java.io.InputStream getConfResourceAsInputStream(java.lang.String)>
"Problem opening checksum file: , file, .  Ignoring exception: , ",warn,"<org.apache.hadoop.fs.ChecksumFs$ChecksumFSInputChecker: void <init>(org.apache.hadoop.fs.ChecksumFs,org.apache.hadoop.fs.Path,int)>"
"Bad checksum at , <*>, . Skipping entries., ",warn,<org.apache.hadoop.io.SequenceFile$Reader: void handleChecksumException(org.apache.hadoop.fs.ChecksumException)>
"version: , <*>, ",debug,<org.apache.hadoop.util.VersionInfo: void main(java.lang.String[])>
Not able to close a socket,warn,<org.apache.hadoop.ipc.Client$Connection: void closeConnection()>
HttpServer Acceptor: isRunning is false. Rechecking.,warn,<org.apache.hadoop.http.HttpServer2$SelectChannelConnectorWithSafeStartup: boolean isRunning()>
"HttpServer Acceptor: isRunning is , <*>, ",warn,<org.apache.hadoop.http.HttpServer2$SelectChannelConnectorWithSafeStartup: boolean isRunning()>
"Unable to wrap exception of type , <*>, : it has no (String) constructor, ",warn,"<org.apache.hadoop.net.NetUtils: java.io.IOException wrapWithMessage(java.io.IOException,java.lang.String)>"
Serialization class not found: ,warn,"<org.apache.hadoop.io.serializer.SerializationFactory: void add(org.apache.hadoop.conf.Configuration,java.lang.String)>"
"mlocking , identifier, ",info,"<org.apache.hadoop.io.nativeio.NativeIO$POSIX$NoMlockCacheManipulator: void mlock(java.lang.String,java.nio.ByteBuffer,long)>"
"Adding Kerberos (SPNEGO) filter to , name, ",info,"<org.apache.hadoop.http.HttpServer: void addInternalServlet(java.lang.String,java.lang.String,java.lang.Class,boolean)>"
GET,info,"<org.apache.hadoop.conf.ReconfigurationServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
Shutting down all AsyncDiskService threads immediately...,info,<org.apache.hadoop.util.AsyncDiskService: java.util.List shutdownNow()>
"Service health check failed for , <*>, : , <*>, ",warn,<org.apache.hadoop.ha.HealthMonitor: void doHealthChecks()>
"Transport-level exception trying to monitor health of , <*>, : , <*>, ",warn,<org.apache.hadoop.ha.HealthMonitor: void doHealthChecks()>
"Establishing zookeeper connection for , this, ",debug,<org.apache.hadoop.ha.ActiveStandbyElector: boolean reEstablishSession()>
"Starting expired delegation token remover thread, tokenRemoverScanInterval=, <*>,  min(s), ",info,<org.apache.hadoop.security.token.delegation.AbstractDelegationTokenSecretManager$ExpiredTokenRemover: void run()>
Master key updating failed: ,error,<org.apache.hadoop.security.token.delegation.AbstractDelegationTokenSecretManager$ExpiredTokenRemover: void run()>
"ExpiredTokenRemover received , <*>, ",error,<org.apache.hadoop.security.token.delegation.AbstractDelegationTokenSecretManager$ExpiredTokenRemover: void run()>
ExpiredTokenRemover thread received unexpected exception,error,<org.apache.hadoop.security.token.delegation.AbstractDelegationTokenSecretManager$ExpiredTokenRemover: void run()>
Could not load LogJLogger class,debug,<org.apache.hadoop.http.HttpRequestLog: org.mortbay.jetty.RequestLog getRequestLog(java.lang.String)>
"Http request log for , <*>,  could not be created, ",warn,<org.apache.hadoop.http.HttpRequestLog: org.mortbay.jetty.RequestLog getRequestLog(java.lang.String)>
"Http request log for , <*>,  is not defined, ",info,<org.apache.hadoop.http.HttpRequestLog: org.mortbay.jetty.RequestLog getRequestLog(java.lang.String)>
,setFilename,<org.apache.hadoop.http.HttpRequestLog: org.mortbay.jetty.RequestLog getRequestLog(java.lang.String)>
,setRetainDays,<org.apache.hadoop.http.HttpRequestLog: org.mortbay.jetty.RequestLog getRequestLog(java.lang.String)>
"Jetty request log for , <*>,  was of the wrong class, ",warn,<org.apache.hadoop.http.HttpRequestLog: org.mortbay.jetty.RequestLog getRequestLog(java.lang.String)>
Jetty request log can only be enabled using Logj,warn,<org.apache.hadoop.http.HttpRequestLog: org.mortbay.jetty.RequestLog getRequestLog(java.lang.String)>
"Error invoking method , <*>, ",error,"<org.apache.hadoop.metrics2.lib.MethodMetric$2: void snapshot(org.apache.hadoop.metrics2.MetricsRecordBuilder,boolean)>"
Failed to load Openssl SecureRandom,error,<org.apache.hadoop.crypto.random.OpensslSecureRandom: void <clinit>()>
Successfully loaded & initialized native-zlib library,info,<org.apache.hadoop.io.compress.zlib.ZlibFactory: void <clinit>()>
Failed to load/initialize native-zlib library,warn,<org.apache.hadoop.io.compress.zlib.ZlibFactory: void <clinit>()>
<*>_,debug,<org.apache.hadoop.metrics2.impl.MetricsConfig: java.lang.String getClassName(java.lang.String)>
"Adding Rpc request clientId , <*>, <*>,  callId , <*>,  to retryCache, ",trace,<org.apache.hadoop.ipc.RetryCache: org.apache.hadoop.ipc.RetryCache$CacheEntry waitForCompletion(org.apache.hadoop.ipc.RetryCache$CacheEntry)>
"Exception while invoking , <*>, ., <*>,  over , <*>, . Not retrying because , <*>, ",warn,"<org.apache.hadoop.io.retry.RetryInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>"
"msg_, . Trying to fail over , <*>, ",info,"<org.apache.hadoop.io.retry.RetryInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>"
"Exception while invoking , <*>,  of class , <*>,  over , <*>, . Retrying , <*>, ",debug,"<org.apache.hadoop.io.retry.RetryInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>"
A failover has occurred since the start of this method invocation attempt.,warn,"<org.apache.hadoop.io.retry.RetryInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>"
"noteFailure , exception, ",debug,<org.apache.hadoop.service.AbstractService: void noteFailure(java.lang.Exception)>
"Service , <*>,  failed in state , <*>, ; cause: , exception, ",info,<org.apache.hadoop.service.AbstractService: void noteFailure(java.lang.Exception)>
"using plugin jars: , <*>, ",debug,<org.apache.hadoop.metrics2.impl.MetricsConfig: java.lang.ClassLoader getPluginLoader()>
"addJerseyResourcePackage: packageName=, packageName, , pathSpec=, pathSpec, ",info,"<org.apache.hadoop.http.HttpServer2: void addJerseyResourcePackage(java.lang.String,java.lang.String)>"
"Metrics cache overflow at , <*>,  for , eldest, ",warn,<org.apache.hadoop.metrics2.util.MetricsCache$RecordCache: boolean removeEldestEntry(java.util.Map$Entry)>
Stop interrupted,warn,<org.apache.hadoop.metrics2.impl.MetricsSinkAdapter: void stop()>
Deleting bread-crumb of active node...,info,<org.apache.hadoop.ha.ActiveStandbyElector: void tryDeleteOwnBreadCrumbNode()>
"Unable to delete our own bread-crumb of being active at , <*>, : , <*>, . , Expecting to be fenced by the next active., ",warn,<org.apache.hadoop.ha.ActiveStandbyElector: void tryDeleteOwnBreadCrumbNode()>
"Entering state , newState, ",info,<org.apache.hadoop.ha.HealthMonitor: void enterState(org.apache.hadoop.ha.HealthMonitor$State)>
"Get kerberos info proto:, <*>,  info:, <*>, ",debug,<org.apache.hadoop.security.SaslRpcClient: java.lang.String getServerPrincipal(org.apache.hadoop.ipc.protobuf.RpcHeaderProtos$RpcSaslProto$SaslAuth)>
"getting serverKey: , <*>,  conf value: , <*>,  principal: , <*>, ",debug,<org.apache.hadoop.security.SaslRpcClient: java.lang.String getServerPrincipal(org.apache.hadoop.ipc.protobuf.RpcHeaderProtos$RpcSaslProto$SaslAuth)>
"Got brand-new decompressor , <*>, , ",info,<org.apache.hadoop.io.compress.CodecPool: org.apache.hadoop.io.compress.Decompressor getDecompressor(org.apache.hadoop.io.compress.CompressionCodec)>
Got recycled decompressor,debug,<org.apache.hadoop.io.compress.CodecPool: org.apache.hadoop.io.compress.Decompressor getDecompressor(org.apache.hadoop.io.compress.CompressionCodec)>
"Setting the excludes file to , excludesFile, ",info,<org.apache.hadoop.util.HostsFileReader: void setExcludesFile(java.lang.String)>
"Interrupted while joining on: , t, ",warn,<org.apache.hadoop.util.Shell: void joinThread(java.lang.Thread)>
"Service: , <*>,  entered state , <*>, ",debug,<org.apache.hadoop.service.AbstractService: org.apache.hadoop.service.Service$STATE enterState(org.apache.hadoop.service.Service$STATE)>
"stopping client from cache: , client, ",debug,<org.apache.hadoop.ipc.ClientCache: void stopClient(org.apache.hadoop.ipc.Client)>
"removing client from cache: , client, ",debug,<org.apache.hadoop.ipc.ClientCache: void stopClient(org.apache.hadoop.ipc.Client)>
"stopping actual client because no more references remain: , client, ",debug,<org.apache.hadoop.ipc.ClientCache: void stopClient(org.apache.hadoop.ipc.Client)>
"Registered , <*>, ",debug,"<org.apache.hadoop.metrics2.util.MBeans: javax.management.ObjectName register(java.lang.String,java.lang.String,java.lang.Object)>"
"Failed to register MBean \, <*>, \, ",trace,"<org.apache.hadoop.metrics2.util.MBeans: javax.management.ObjectName register(java.lang.String,java.lang.String,java.lang.Object)>"
"Failed to register MBean \, <*>, \: Instance already exists., ",warn,"<org.apache.hadoop.metrics2.util.MBeans: javax.management.ObjectName register(java.lang.String,java.lang.String,java.lang.Object)>"
"Failed to register MBean \, <*>, \, ",warn,"<org.apache.hadoop.metrics2.util.MBeans: javax.management.ObjectName register(java.lang.String,java.lang.String,java.lang.Object)>"
Not attempting to re-login since the last re-login was attempted less than  seconds before.,warn,<org.apache.hadoop.security.UserGroupInformation: boolean hasSufficientTimeElapsed(long)>
"Got UserName , <*>,  for UID , <*>,  from the native implementation, ",info,<org.apache.hadoop.io.nativeio.NativeIO: java.lang.String getOwner(java.io.FileDescriptor)>
"Adding , <*>,  to the list of , type,  hosts from , filename, ",info,"<org.apache.hadoop.util.HostsFileReader: void readFileToSetWithFileInputStream(java.lang.String,java.lang.String,java.io.InputStream,java.util.Set)>"
"Updating layout version from , <*>,  to , <*>,  for storage , <*>, ",info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doUpgrade(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
"Upgrading storage directory , <*>, .\n   old LV = , <*>, ; old CTime = , <*>, .\n   new LV = , <*>, ; new CTime = , <*>, ",info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doUpgrade(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
"Upgrade of , <*>,  is complete, ",info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doUpgrade(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
