Log,LoggingLevel,Method
Get TopologySummaryById info exception.,warn,<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologySummary getTopologySummary(java.lang.String)>
Preparing...,info,"<org.apache.storm.daemon.metrics.reporters.JmxPreparableReporter: void prepare(com.codahale.metrics.MetricRegistry,java.util.Map)>"
removing blob reference to: <*> for topo: <*>,debug,"<org.apache.storm.localizer.AsyncLocalizer: void removeBlobReference(java.lang.String,org.apache.storm.localizer.PortAndAssignment,boolean)>"
"trying to remove non-existent blob, key: , key,  for user: , <*>,  topo: , <*>, ",warn,"<org.apache.storm.localizer.AsyncLocalizer: void removeBlobReference(java.lang.String,org.apache.storm.localizer.PortAndAssignment,boolean)>"
"trying to remove blob for non-existent resource set for user: , <*>,  key: , key,  topo: , <*>, ",warn,"<org.apache.storm.localizer.AsyncLocalizer: void removeBlobReference(java.lang.String,org.apache.storm.localizer.PortAndAssignment,boolean)>"
update blob replication exception.,warn,"<org.apache.storm.daemon.nimbus.Nimbus: int updateBlobReplication(java.lang.String,int)>"
topology.name,put,"<org.apache.storm.daemon.supervisor.Supervisor: void checkAuthorization(java.lang.String,java.util.Map,java.lang.String,org.apache.storm.security.auth.ReqContext)>"
principal: <*> is trying to impersonate principal: <*>,info,"<org.apache.storm.daemon.supervisor.Supervisor: void checkAuthorization(java.lang.String,java.util.Map,java.lang.String,org.apache.storm.security.auth.ReqContext)>"
,set_prev_status,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.StormBase lambda$static$6(java.lang.Object,org.apache.storm.daemon.nimbus.Nimbus,java.lang.String,org.apache.storm.generated.StormBase)>"
,set_rebalance_options,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.StormBase lambda$static$6(java.lang.Object,org.apache.storm.daemon.nimbus.Nimbus,java.lang.String,org.apache.storm.generated.StormBase)>"
"not a leader, skipping credential renewal.",info,<org.apache.storm.daemon.nimbus.Nimbus: void renewCredentials()>
Renewing Creds For <*> with <*> owned by <*>,info,<org.apache.storm.daemon.nimbus.Nimbus: void renewCredentials()>
Please check you settings. Credentials are being uploaded to <*> with security disabled.,warn,"<org.apache.storm.daemon.nimbus.Nimbus: void uploadNewCredentials(java.lang.String,org.apache.storm.generated.Credentials)>"
Upload Creds topology exception. (topology name=\'<*>\'),warn,"<org.apache.storm.daemon.nimbus.Nimbus: void uploadNewCredentials(java.lang.String,org.apache.storm.generated.Credentials)>"
Failed to initialize metric processor,error,<org.apache.storm.daemon.supervisor.ReadClusterState: void <init>(org.apache.storm.daemon.supervisor.Supervisor)>
Killing detached workers <*>,info,<org.apache.storm.daemon.supervisor.ReadClusterState: void <init>(org.apache.storm.daemon.supervisor.Supervisor)>
Error trying to clean up old workers,warn,<org.apache.storm.daemon.supervisor.ReadClusterState: void <init>(org.apache.storm.daemon.supervisor.Supervisor)>
Created blob <*> for session <*>,info,"<org.apache.storm.daemon.nimbus.Nimbus: java.lang.String beginCreateBlob(java.lang.String,org.apache.storm.generated.SettableBlobMeta)>"
begin create blob exception.,warn,"<org.apache.storm.daemon.nimbus.Nimbus: java.lang.String beginCreateBlob(java.lang.String,org.apache.storm.generated.SettableBlobMeta)>"
Cluster Overall Avail  <*>  Total  <*> ,debug,<org.apache.storm.scheduler.resource.strategies.scheduling.sorter.NodeSorter: org.apache.storm.scheduler.resource.strategies.scheduling.ObjectResourcesSummary createClusterSummarizedResources()>
Added supervisor <*> to blacklist,debug,"<org.apache.storm.scheduler.blacklist.strategies.DefaultBlacklistStrategy: java.util.Set getBlacklist(java.util.List,java.util.List,org.apache.storm.scheduler.Cluster,org.apache.storm.scheduler.Topologies)>"
supervisorsWithFailures : <*>,debug,"<org.apache.storm.scheduler.blacklist.strategies.DefaultBlacklistStrategy: java.util.Set getBlacklist(java.util.List,java.util.List,org.apache.storm.scheduler.Cluster,org.apache.storm.scheduler.Topologies)>"
sendAssignmentFailureCount: <*>,debug,"<org.apache.storm.scheduler.blacklist.strategies.DefaultBlacklistStrategy: java.util.Set getBlacklist(java.util.List,java.util.List,org.apache.storm.scheduler.Cluster,org.apache.storm.scheduler.Topologies)>"
Releasing <*> nodes because of low resources,debug,"<org.apache.storm.scheduler.blacklist.strategies.DefaultBlacklistStrategy: java.util.Set getBlacklist(java.util.List,java.util.List,org.apache.storm.scheduler.Cluster,org.apache.storm.scheduler.Topologies)>"
"Missing topology storm code, so can\'t launch  worker with assignment <*> for this supervisor <*> on port <*> with id <*>",info,"<org.apache.storm.daemon.supervisor.Container: void <init>(org.apache.storm.daemon.supervisor.Container$ContainerType,java.util.Map,java.lang.String,int,int,org.apache.storm.generated.LocalAssignment,org.apache.storm.container.ResourceIsolationInterface,java.lang.String,java.util.Map,org.apache.storm.daemon.supervisor.AdvancedFSOps,org.apache.storm.metric.StormMetricsRegistry,org.apache.storm.daemon.supervisor.ContainerMemoryTracker)>"
Missing required topology files...,<init>,"<org.apache.storm.daemon.supervisor.Container: void <init>(org.apache.storm.daemon.supervisor.Container$ContainerType,java.util.Map,java.lang.String,int,int,org.apache.storm.generated.LocalAssignment,org.apache.storm.container.ResourceIsolationInterface,java.lang.String,java.util.Map,org.apache.storm.daemon.supervisor.AdvancedFSOps,org.apache.storm.metric.StormMetricsRegistry,org.apache.storm.daemon.supervisor.ContainerMemoryTracker)>"
cid file <*> is empty.,error,<org.apache.storm.container.docker.DockerManager: java.lang.String getContainerId(java.lang.String)>
cid file <*> doesn\'t exist.,error,<org.apache.storm.container.docker.DockerManager: java.lang.String getContainerId(java.lang.String)>
Couldn\'t get container id of the worker <*>,error,<org.apache.storm.container.docker.DockerManager: java.lang.String getContainerId(java.lang.String)>
got null metadata,error,"<org.apache.storm.scheduler.utils.ArtifactoryConfigLoader: java.lang.String loadMostRecentArtifact(java.lang.String,java.lang.String,java.lang.Integer)>"
Expected directory children not present,error,"<org.apache.storm.scheduler.utils.ArtifactoryConfigLoader: java.lang.String loadMostRecentArtifact(java.lang.String,java.lang.String,java.lang.Integer)>"
Failed to find most recent artifact uri in <*>,error,"<org.apache.storm.scheduler.utils.ArtifactoryConfigLoader: java.lang.String loadMostRecentArtifact(java.lang.String,java.lang.String,java.lang.Integer)>"
Expected directory uri not present,error,"<org.apache.storm.scheduler.utils.ArtifactoryConfigLoader: java.lang.String loadMostRecentArtifact(java.lang.String,java.lang.String,java.lang.Integer)>"
,removeAll,<org.apache.storm.localizer.LocallyCachedTopologyBlob: void completelyRemove()>
,removeAll,<org.apache.storm.localizer.LocallyCachedTopologyBlob: void completelyRemove()>
Error trying to calculate worker memory usage <*>,warn,<org.apache.storm.daemon.supervisor.BasicContainer: long getMemoryUsageMb()>
Got a fail <*>,debug,"<org.apache.storm.daemon.drpc.DRPC: void failRequest(java.lang.String,org.apache.storm.generated.DRPCExecutionException)>"
get topology info exception. (topology name=<*>),warn,<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoByName(java.lang.String)>
"supervisor <*> is not alive, do not need to add to blacklist.",info,"<org.apache.storm.scheduler.blacklist.BlacklistScheduler: java.util.Set getBlacklistHosts(org.apache.storm.scheduler.Cluster,java.util.Set)>"
"for <*>: minResourcePercent=<*>, avgResourcePercent=<*>, numExistingSchedule=<*>",trace,"<org.apache.storm.scheduler.resource.strategies.scheduling.sorter.NodeSorter: java.util.List sortObjectResourcesDefault(org.apache.storm.scheduler.resource.strategies.scheduling.ObjectResourcesSummary,org.apache.storm.scheduler.resource.strategies.scheduling.sorter.NodeSorter$ExistingScheduleFunc)>"
Sorted Object Resources: <*>,debug,"<org.apache.storm.scheduler.resource.strategies.scheduling.sorter.NodeSorter: java.util.List sortObjectResourcesDefault(org.apache.storm.scheduler.resource.strategies.scheduling.ObjectResourcesSummary,org.apache.storm.scheduler.resource.strategies.scheduling.sorter.NodeSorter$ExistingScheduleFunc)>"
It has taken <*>ms so far and <*> is still not shut down.,warn,"<org.apache.storm.daemon.supervisor.ReadClusterState: void lambda$static$2(org.apache.storm.daemon.supervisor.Slot,java.lang.Long)>"
Preparation of Cluster Metrics Consumer failed. Please check your configuration and/or corresponding systems and relaunch Nimbus. Skipping handle metrics.,error,"<org.apache.storm.metric.ClusterMetricsConsumerExecutor: void handleDataPoints(org.apache.storm.metric.api.IClusterMetricsConsumer$ClusterInfo,java.util.Collection)>"
"Error while handling cluster data points, consumer class: , <*>, ",error,"<org.apache.storm.metric.ClusterMetricsConsumerExecutor: void handleDataPoints(org.apache.storm.metric.api.IClusterMetricsConsumer$ClusterInfo,java.util.Collection)>"
"Failed getTopoCode for , topologyId, ",error,"<org.apache.storm.localizer.AsyncLocalizer: org.apache.storm.localizer.LocallyCachedBlob lambda$getTopoCode$1(java.lang.String,java.lang.String,java.lang.String)>"
Cleanup ResourceAwareScheduler scheduler,info,<org.apache.storm.scheduler.resource.ResourceAwareScheduler: void cleanup()>
Topology config is not localized yet...,warn,<org.apache.storm.daemon.supervisor.Supervisor$1: void sendSupervisorWorkerHeartbeat(org.apache.storm.generated.SupervisorWorkerHeartbeat)>
Can\'t start pacemaker server without digest secret.,error,"<org.apache.storm.pacemaker.PacemakerServer: void <init>(org.apache.storm.pacemaker.IServerMessageHandler,java.util.Map)>"
Can\'t start pacemaker server without proper PACEMAKER_AUTH_METHOD.,error,"<org.apache.storm.pacemaker.PacemakerServer: void <init>(org.apache.storm.pacemaker.IServerMessageHandler,java.util.Map)>"
"Create Netty Server , <*>, , buffer_size: , , , maxWorkers: , <*>, ",info,"<org.apache.storm.pacemaker.PacemakerServer: void <init>(org.apache.storm.pacemaker.IServerMessageHandler,java.util.Map)>"
Bound server to port: <*>,info,"<org.apache.storm.pacemaker.PacemakerServer: void <init>(org.apache.storm.pacemaker.IServerMessageHandler,java.util.Map)>"
,<init>,<org.apache.storm.daemon.nimbus.Nimbus: void validateTopologyName(java.lang.String)>
Assigned <*> of <*> ackers on workerSlot=<*> with the executor=<*> for topology=<*>,debug,"<org.apache.storm.scheduler.resource.strategies.scheduling.BaseResourceAwareStrategy: int assignBoundAckersForNewWorkerSlot(org.apache.storm.scheduler.ExecutorDetails,org.apache.storm.scheduler.resource.RasNode,org.apache.storm.scheduler.WorkerSlot)>"
Exception happens when assigning <*> of <*> ackers on workerSlot=<*> for topology=<*>,error,"<org.apache.storm.scheduler.resource.strategies.scheduling.BaseResourceAwareStrategy: int assignBoundAckersForNewWorkerSlot(org.apache.storm.scheduler.ExecutorDetails,org.apache.storm.scheduler.resource.RasNode,org.apache.storm.scheduler.WorkerSlot)>"
Assigned <*> ackers on workerSlot=<*> with the executor=<*> for topology=<*>,debug,"<org.apache.storm.scheduler.resource.strategies.scheduling.BaseResourceAwareStrategy: int assignBoundAckersForNewWorkerSlot(org.apache.storm.scheduler.ExecutorDetails,org.apache.storm.scheduler.resource.RasNode,org.apache.storm.scheduler.WorkerSlot)>"
Need <*> slots.,debug,"<org.apache.storm.scheduler.blacklist.strategies.DefaultBlacklistStrategy: java.util.Set releaseBlacklistWhenNeeded(org.apache.storm.scheduler.Cluster,java.util.List)>"
Available <*> slots.,debug,"<org.apache.storm.scheduler.blacklist.strategies.DefaultBlacklistStrategy: java.util.Set releaseBlacklistWhenNeeded(org.apache.storm.scheduler.Cluster,java.util.List)>"
Shortage <*> slots.,debug,"<org.apache.storm.scheduler.blacklist.strategies.DefaultBlacklistStrategy: java.util.Set releaseBlacklistWhenNeeded(org.apache.storm.scheduler.Cluster,java.util.List)>"
Need <*> slots more. Releasing some blacklisted nodes to cover it.,info,"<org.apache.storm.scheduler.blacklist.strategies.DefaultBlacklistStrategy: java.util.Set releaseBlacklistWhenNeeded(org.apache.storm.scheduler.Cluster,java.util.List)>"
Releasing <*> with <*> slots leaving <*> slots to go,debug,"<org.apache.storm.scheduler.blacklist.strategies.DefaultBlacklistStrategy: java.util.Set releaseBlacklistWhenNeeded(org.apache.storm.scheduler.Cluster,java.util.List)>"
"for <*>: minResourcePercent=<*>, avgResourcePercent=<*>, numExistingSchedule=<*>",trace,"<org.apache.storm.scheduler.resource.strategies.scheduling.sorter.NodeSorterHostProximity: void lambda$sortObjectResourcesCommon$2(org.apache.storm.scheduler.resource.normalization.NormalizedResourceRequest,org.apache.storm.scheduler.resource.normalization.NormalizedResourceOffer,org.apache.storm.scheduler.resource.strategies.scheduling.sorter.NodeSorterHostProximity$ExistingScheduleFunc,org.apache.storm.scheduler.resource.strategies.scheduling.ObjectResourcesItem)>"
Sorted Object Resources: <*>,debug,"<org.apache.storm.scheduler.resource.strategies.scheduling.sorter.NodeSorterHostProximity: java.lang.Iterable sortObjectResourcesCommon(org.apache.storm.scheduler.resource.strategies.scheduling.ObjectResourcesSummary,org.apache.storm.scheduler.ExecutorDetails,org.apache.storm.scheduler.resource.strategies.scheduling.sorter.NodeSorterHostProximity$ExistingScheduleFunc)>"
Uncompressed <*> to: <*>,debug,<org.apache.storm.localizer.LocalizedResource: long fetchUnzipToTemp(org.apache.storm.blobstore.ClientBlobStore)>
Finished uploading blob for session <*>. Closing session.,info,<org.apache.storm.daemon.nimbus.Nimbus: void finishBlobUpload(java.lang.String)>
finish blob upload exception.,warn,<org.apache.storm.daemon.nimbus.Nimbus: void finishBlobUpload(java.lang.String)>
Scheduling for <*>,debug,"<org.apache.storm.scheduler.multitenant.NodePool$RoundRobinSlotScheduler: void <init>(org.apache.storm.scheduler.TopologyDetails,int,org.apache.storm.scheduler.Cluster)>"
Saving <*> for spread...,debug,"<org.apache.storm.scheduler.multitenant.NodePool$RoundRobinSlotScheduler: void <init>(org.apache.storm.scheduler.TopologyDetails,int,org.apache.storm.scheduler.Cluster)>"
Assigning <*> <*> to slot <*>,debug,"<org.apache.storm.scheduler.multitenant.NodePool$RoundRobinSlotScheduler: void <init>(org.apache.storm.scheduler.TopologyDetails,int,org.apache.storm.scheduler.Cluster)>"
Exception thrown when shutting worker <*> Exception: <*>,error,"<org.apache.storm.container.cgroup.CgroupManager: void cleanup(java.lang.String,java.lang.String,int)>"
supervisor can\'t create stormClusterState,error,"<org.apache.storm.daemon.supervisor.Supervisor: void <init>(java.util.Map,org.apache.storm.messaging.IContext,org.apache.storm.scheduler.ISupervisor,org.apache.storm.metric.StormMetricsRegistry)>"
"Get an unexpected interrupt when distributing assignments to node, <*>",error,<org.apache.storm.nimbus.AssignmentDistributionService$DistributeTask: void run()>
Got invalid NumErrorsChoice \'<*>\',warn,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_storm_version,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_owner,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_requested_memonheap,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_requested_memoffheap,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_requested_cpu,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_assigned_memonheap,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_assigned_memoffheap,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_assigned_cpu,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_component_debug,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
,set_replication_count,"<org.apache.storm.daemon.nimbus.Nimbus: org.apache.storm.generated.TopologyInfo getTopologyInfoWithOptsImpl(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
<*> lost leadership.,info,<org.apache.storm.zookeeper.LeaderListenerCallbackFactory$1: void notLeader()>
Error trying to kill <*>,error,"<org.apache.storm.daemon.supervisor.Supervisor: void killWorkers(java.util.Collection,org.apache.storm.daemon.supervisor.ContainerLauncher)>"
Error trying to clean up <*>,error,"<org.apache.storm.daemon.supervisor.Supervisor: void killWorkers(java.util.Collection,org.apache.storm.daemon.supervisor.ContainerLauncher)>"
Updating blobs state,debug,<org.apache.storm.blobstore.LocalFsBlobStore: boolean checkForBlobOrDownload(java.lang.String)>
WorkerId <*>: Checking areAllProcessesDead: <*>,debug,"<org.apache.storm.container.oci.RuncLibContainerManager: boolean areAllProcessesDead(java.lang.String,java.lang.String)>"
Creating a new supervisor (<*>-<*>) with resources: <*>,debug,"<org.apache.storm.scheduler.SupervisorDetails: void <init>(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Object,java.lang.Object,java.util.Collection,java.util.Map)>"
CLUSTER <*> - <*>,warn,"<org.apache.storm.testing.TrackedTopology: void <init>(org.apache.storm.generated.StormTopology,org.apache.storm.ILocalCluster)>"
completelyRemoveUnusedUser <*> for directory <*>,info,"<org.apache.storm.localizer.LocalizedResource: void completelyRemoveUnusedUser(java.nio.file.Path,java.lang.String)>"
Extracting <*> shortened to <*> into <*>,debug,"<org.apache.storm.utils.ServerUtils: void extractZipFile(java.util.zip.ZipFile,java.io.File,java.lang.String)>"
Invalid location <*> is outside of <*>,error,"<org.apache.storm.utils.ServerUtils: void extractZipFile(java.util.zip.ZipFile,java.io.File,java.lang.String)>"
Found <*> nodes with <*> slots,debug,"<org.apache.storm.scheduler.multitenant.FreePool: void init(org.apache.storm.scheduler.Cluster,java.util.Map)>"
Retrieving meta to get ACL info... key: <*> subject: <*>,debug,"<org.apache.storm.blobstore.LocalFsBlobStore: void deleteBlob(java.lang.String,javax.security.auth.Subject)>"
Error while retrieving meta from ZK or local... key: <*> subject: <*>,error,"<org.apache.storm.blobstore.LocalFsBlobStore: void deleteBlob(java.lang.String,javax.security.auth.Subject)>"
"Given subject is eligible to delete key without checking ACL, skipping... key: <*> subject: <*>",debug,"<org.apache.storm.blobstore.LocalFsBlobStore: void deleteBlob(java.lang.String,javax.security.auth.Subject)>"
Can\'t find <*> for name <*>,error,"<org.apache.storm.scheduler.blacklist.BlacklistScheduler: java.lang.Object initializeInstance(java.lang.String,java.lang.String)>"
Throw InstantiationException <*> for name <*>,error,"<org.apache.storm.scheduler.blacklist.BlacklistScheduler: java.lang.Object initializeInstance(java.lang.String,java.lang.String)>"
Throw IllegalAccessException <*> for name <*>,error,"<org.apache.storm.scheduler.blacklist.BlacklistScheduler: java.lang.Object initializeInstance(java.lang.String,java.lang.String)>"
Throw unexpected exception <*> <*> for name <*>,error,"<org.apache.storm.scheduler.blacklist.BlacklistScheduler: java.lang.Object initializeInstance(java.lang.String,java.lang.String)>"
"topoId subject, ",updateStormTopologyResources,"<org.apache.storm.daemon.nimbus.Nimbus: void updateTopologyResources(java.lang.String,java.util.Map,javax.security.auth.Subject)>"
"Attempting to delete blob , key,  from under active topology , <*>, ",warn,<org.apache.storm.daemon.nimbus.Nimbus: void deleteBlob(java.lang.String)>
"Attempting to delete active blob , key,  used by topology , <*>, ",warn,<org.apache.storm.daemon.nimbus.Nimbus: void deleteBlob(java.lang.String)>
Deleted blob for key <*> with <*>,info,<org.apache.storm.daemon.nimbus.Nimbus: void deleteBlob(java.lang.String)>
delete blob exception.,warn,<org.apache.storm.daemon.nimbus.Nimbus: void deleteBlob(java.lang.String)>
Trying to grab <*> free slots from <*>,debug,"<org.apache.storm.scheduler.multitenant.NodePool: java.util.Collection takeNodesBySlot(int,org.apache.storm.scheduler.multitenant.NodePool[])>"
Got <*> nodes so far need <*> more slots,debug,"<org.apache.storm.scheduler.multitenant.NodePool: java.util.Collection takeNodesBySlot(int,org.apache.storm.scheduler.multitenant.NodePool[])>"
"Topology <*>, exec=<*> with comp=<*> has constraint violation with comp=<*> on worker=<*>",debug,"<org.apache.storm.scheduler.resource.strategies.scheduling.ConstraintSolverStrategy: boolean isExecAssignmentToWorkerValid(org.apache.storm.scheduler.ExecutorDetails,org.apache.storm.scheduler.WorkerSlot)>"
"Topology <*>, exec=<*> with comp=<*> has MaxCoLocationCnt violation on node <*>, count <*> >= colocation count <*>",debug,"<org.apache.storm.scheduler.resource.strategies.scheduling.ConstraintSolverStrategy: boolean isExecAssignmentToWorkerValid(org.apache.storm.scheduler.ExecutorDetails,org.apache.storm.scheduler.WorkerSlot)>"
Synchronizing supervisor,debug,<org.apache.storm.daemon.supervisor.ReadClusterState: void run()>
All assignment: <*>,debug,<org.apache.storm.daemon.supervisor.ReadClusterState: void run()>
Topology Ids -> Profiler Actions <*>,debug,<org.apache.storm.daemon.supervisor.ReadClusterState: void run()>
Failed to Sync Supervisor,error,<org.apache.storm.daemon.supervisor.ReadClusterState: void run()>
Cannot find Node with Id: <*>,error,<org.apache.storm.scheduler.resource.strategies.scheduling.BaseResourceAwareStrategy: org.apache.storm.scheduler.resource.RasNode idToNode(java.lang.String)>
Cluster was not idle in <*> ms,info,<org.apache.storm.LocalCluster: void waitForIdle(long)>
blob-sync blob-store-keys <*> zookeeper-keys <*>,debug,<org.apache.storm.blobstore.LocalFsBlobStore: void blobSync()>
desired replication count of <*> not achieved for <*> but we have hit the max wait time <*> so moving on with replication count for conf key = <*> for code key = <*> for jar key = ,info,"<org.apache.storm.daemon.nimbus.Nimbus: void waitForDesiredCodeReplication(java.util.Map,java.lang.String)>"
Checking if I am still the leader,debug,"<org.apache.storm.daemon.nimbus.Nimbus: void waitForDesiredCodeReplication(java.util.Map,java.lang.String)>"
"WAITING... storm-id <*>, <*> <? <*> <*> <*>",info,"<org.apache.storm.daemon.nimbus.Nimbus: void waitForDesiredCodeReplication(java.util.Map,java.lang.String)>"
WAITING... <*> <? <*>,info,"<org.apache.storm.daemon.nimbus.Nimbus: void waitForDesiredCodeReplication(java.util.Map,java.lang.String)>"
"desired replication count <*> achieved for topology <*>, current-replication-count for conf key = <*>, current-replication-count for code key = <*>, current-replication-count for jar key = <*>",info,"<org.apache.storm.daemon.nimbus.Nimbus: void waitForDesiredCodeReplication(java.util.Map,java.lang.String)>"
Shutdown of slot <*> appears to be stuck\n<*>,warn,<org.apache.storm.daemon.supervisor.ReadClusterState: void lambda$static$1(org.apache.storm.daemon.supervisor.Slot)>
updating blob,debug,<org.apache.storm.blobstore.LocalFsBlobStoreSynchronizer: void updateKeySetForBlobStore(java.util.Set)>
"Failed to read local heartbeat for workerId : <*>,Ignoring exception.",warn,"<org.apache.storm.daemon.supervisor.SupervisorUtils: org.apache.storm.generated.LSWorkerHeartbeat readWorkerHeartbeatImpl(java.util.Map,java.lang.String)>"
Running supervisor healthchecks...,info,<org.apache.storm.daemon.supervisor.timer.SupervisorHealthCheck: void run()>
The supervisor healthchecks FAILED...,info,<org.apache.storm.daemon.supervisor.timer.SupervisorHealthCheck: void run()>
"Topology <*>, executor <*> would not fit in resources available on worker <*>",trace,"<org.apache.storm.scheduler.resource.strategies.scheduling.BaseResourceAwareStrategy: boolean isExecAssignmentToWorkerValid(org.apache.storm.scheduler.ExecutorDetails,org.apache.storm.scheduler.WorkerSlot)>"
Can not find node <*> for assignments distribution,error,<org.apache.storm.nimbus.AssignmentDistributionService$DistributeTask: void sendAssignmentsToNode(org.apache.storm.nimbus.AssignmentDistributionService$NodeAssignments)>
Exception when trying to send assignments to node <*>: <*>,error,<org.apache.storm.nimbus.AssignmentDistributionService$DistributeTask: void sendAssignmentsToNode(org.apache.storm.nimbus.AssignmentDistributionService$NodeAssignments)>
Exception to create supervisor client for node <*>: <*>,error,<org.apache.storm.nimbus.AssignmentDistributionService$DistributeTask: void sendAssignmentsToNode(org.apache.storm.nimbus.AssignmentDistributionService$NodeAssignments)>
About to issue a GET to <*>,debug,"<org.apache.storm.scheduler.utils.ArtifactoryConfigLoader: java.lang.String doGet(java.lang.String,java.lang.String,java.lang.String,java.lang.Integer)>"
Received exception while connecting to Artifactory,error,"<org.apache.storm.scheduler.utils.ArtifactoryConfigLoader: java.lang.String doGet(java.lang.String,java.lang.String,java.lang.String,java.lang.Integer)>"
Returning <*>,debug,"<org.apache.storm.scheduler.utils.ArtifactoryConfigLoader: java.lang.String doGet(java.lang.String,java.lang.String,java.lang.String,java.lang.Integer)>"
"Could not instantiate or prepare Cluster Metrics Consumer with fully qualified name , <*>, ",error,<org.apache.storm.metric.ClusterMetricsConsumerExecutor: void prepare()>
KeyList from blobstore <*>,debug,<org.apache.storm.blobstore.BlobStoreUtils: java.util.List getKeyListFromBlobStore(org.apache.storm.blobstore.BlobStore)>
Computing alive executors for <*>\nExecutors: <*>\nAssignment: <*>\nHeartbeat cache: <*>,debug,"<org.apache.storm.daemon.nimbus.HeartbeatCache: java.util.Set getAliveExecutors(java.lang.String,java.util.Set,org.apache.storm.generated.Assignment,int)>"
Executor <*>:<*> not alive,info,"<org.apache.storm.daemon.nimbus.HeartbeatCache: java.util.Set getAliveExecutors(java.lang.String,java.util.Set,org.apache.storm.generated.Assignment,int)>"
Send HB exception. (topology id=\'<*>\'),warn,<org.apache.storm.daemon.nimbus.Nimbus: void sendSupervisorWorkerHeartbeat(org.apache.storm.generated.SupervisorWorkerHeartbeat)>
Releasing slot for <*> <*>,info,"<org.apache.storm.localizer.AsyncLocalizer: void releaseSlotFor(org.apache.storm.generated.LocalAssignment,int)>"
Port and assignment info: <*>,info,"<org.apache.storm.localizer.AsyncLocalizer: void releaseSlotFor(org.apache.storm.generated.LocalAssignment,int)>"
Local base blobs are not available. ,warn,"<org.apache.storm.localizer.AsyncLocalizer: void releaseSlotFor(org.apache.storm.generated.LocalAssignment,int)>"
Unable to read local file. ,error,"<org.apache.storm.localizer.AsyncLocalizer: void releaseSlotFor(org.apache.storm.generated.LocalAssignment,int)>"
Could not deserialize token info,error,"<org.apache.storm.security.auth.workertoken.WorkerTokenManager: boolean shouldRenewWorkerToken(java.util.Map,org.apache.storm.generated.WorkerTokenServiceType)>"
nimbusDaemon is null,warn,<org.apache.storm.LocalCluster$Builder: org.apache.storm.LocalCluster$Builder withNimbusDaemon(java.lang.Boolean)>
"The version did not change, but going to download again <*> <*>",warn,"<org.apache.storm.localizer.LocallyCachedBlob: org.apache.storm.localizer.LocallyCachedBlob$DownloadMeta fetch(org.apache.storm.blobstore.ClientBlobStore,java.lang.String,org.apache.storm.localizer.IOFunction,org.apache.storm.localizer.IOFunction)>"
Downloading <*> to <*>,debug,"<org.apache.storm.localizer.LocallyCachedBlob: org.apache.storm.localizer.LocallyCachedBlob$DownloadMeta fetch(org.apache.storm.blobstore.ClientBlobStore,java.lang.String,org.apache.storm.localizer.IOFunction,org.apache.storm.localizer.IOFunction)>"
Failed to process metrics,error,"<org.apache.storm.daemon.supervisor.Container: void processMetrics(org.apache.storm.daemon.supervisor.OnlyLatestExecutor,org.apache.storm.metricstore.WorkerMetricsProcessor)>"
